,model,variables,layer,accuracy
600,28,[0],conv1,0.9380000233650208
601,28,[0],conv2,0.9440000057220459
602,28,[0],conv3,0.9129999876022339
603,28,[1],conv1,0.9639999866485596
604,28,[1],conv2,0.9660000205039978
605,28,[1],conv3,0.9440000057220459
606,28,[2],conv1,0.9480000138282776
607,28,[2],conv2,0.9399999976158142
608,28,[2],conv3,0.9049999713897705
609,29,"[0, 1, 2]",conv1,0.953000009059906
610,29,"[0, 1, 2]",conv2,0.949999988079071
611,29,"[0, 1, 2]",conv3,0.9589999914169312
612,29,"[0, 1]",conv1,0.9430000185966492
613,29,"[0, 1]",conv2,0.9480000138282776
614,29,"[0, 1]",conv3,0.9290000200271606
615,29,"[0, 2]",conv1,0.9399999976158142
616,29,"[0, 2]",conv2,0.9380000233650208
617,29,"[0, 2]",conv3,0.9440000057220459
618,29,"[1, 2]",conv1,0.9359999895095825
619,29,"[1, 2]",conv2,0.9259999990463257
620,29,"[1, 2]",conv3,0.9309999942779541
621,29,[0],conv1,0.9129999876022339
622,29,[0],conv2,0.9309999942779541
623,29,[0],conv3,0.9110000133514404
624,29,[1],conv1,0.9570000171661377
625,29,[1],conv2,0.9599999785423279
626,29,[1],conv3,0.9470000267028809
627,29,[2],conv1,0.9470000267028809
628,29,[2],conv2,0.9539999961853027
629,29,[2],conv3,0.9259999990463257
