,model,variables,layer,accuracy
192,9,"[0, 1]",conv1,0.9409999847412109
193,9,"[0, 1]",conv2,0.9350000023841858
194,9,"[0, 1]",conv3,0.9110000133514404
195,9,"[0, 2]",conv1,0.9409999847412109
196,9,"[0, 2]",conv2,0.9359999895095825
197,9,"[0, 2]",conv3,0.9369999766349792
198,9,"[1, 2]",conv1,0.953000009059906
199,9,"[1, 2]",conv2,0.9330000281333923
200,9,"[1, 2]",conv3,0.902999997138977
201,9,[0],conv1,0.9160000085830688
202,9,[0],conv2,0.9229999780654907
203,9,[0],conv3,0.9240000247955322
204,9,[1],conv1,0.9559999704360962
205,9,[1],conv2,0.9620000123977661
206,9,[1],conv3,0.953000009059906
207,9,[2],conv1,0.9419999718666077
208,9,[2],conv2,0.9409999847412109
209,9,[2],conv3,0.9129999876022339
210,10,"[0, 1, 2]",conv1,0.9490000009536743
211,10,"[0, 1, 2]",conv2,0.9570000171661377
212,10,"[0, 1, 2]",conv3,0.9660000205039978
213,10,"[0, 1]",conv1,0.9240000247955322
214,10,"[0, 1]",conv2,0.9369999766349792
215,10,"[0, 1]",conv3,0.9179999828338623
216,10,"[0, 2]",conv1,0.9470000267028809
217,10,"[0, 2]",conv2,0.9459999799728394
218,10,"[0, 2]",conv3,0.9509999752044678
219,10,"[1, 2]",conv1,0.9390000104904175
220,10,"[1, 2]",conv2,0.9200000166893005
221,10,"[1, 2]",conv3,0.9210000038146973
222,10,[0],conv1,0.9290000200271606
223,10,[0],conv2,0.9269999861717224
224,10,[0],conv3,0.9190000295639038
225,10,[1],conv1,0.9649999737739563
226,10,[1],conv2,0.9760000109672546
227,10,[1],conv3,0.9520000219345093
228,10,[2],conv1,0.9319999814033508
229,10,[2],conv2,0.9390000104904175
230,10,[2],conv3,0.925000011920929
231,11,"[0, 1, 2]",conv1,0.9419999718666077
232,11,"[0, 1, 2]",conv2,0.9539999961853027
233,11,"[0, 1, 2]",conv3,0.9549999833106995
234,11,"[0, 1]",conv1,0.9330000281333923
235,11,"[0, 1]",conv2,0.9419999718666077
236,11,"[0, 1]",conv3,0.9369999766349792
237,11,"[0, 2]",conv1,0.9470000267028809
238,11,"[0, 2]",conv2,0.949999988079071
239,11,"[0, 2]",conv3,0.9210000038146973
240,11,"[1, 2]",conv1,0.9269999861717224
241,11,"[1, 2]",conv2,0.9359999895095825
242,11,"[1, 2]",conv3,0.9010000228881836
243,11,[0],conv1,0.9210000038146973
244,11,[0],conv2,0.9259999990463257
245,11,[0],conv3,0.8989999890327454
246,11,[1],conv1,0.9419999718666077
247,11,[1],conv2,0.9660000205039978
248,11,[1],conv3,0.9459999799728394
249,11,[2],conv1,0.953000009059906
250,11,[2],conv2,0.9440000057220459
251,11,[2],conv3,0.9359999895095825
252,12,"[0, 1, 2]",conv1,0.9490000009536743
253,12,"[0, 1, 2]",conv2,0.9620000123977661
254,12,"[0, 1, 2]",conv3,0.9639999866485596
255,12,"[0, 1]",conv1,0.9309999942779541
256,12,"[0, 1]",conv2,0.9290000200271606
257,12,"[0, 1]",conv3,0.9169999957084656
258,12,"[0, 2]",conv1,0.9539999961853027
259,12,"[0, 2]",conv2,0.9419999718666077
260,12,"[0, 2]",conv3,0.9359999895095825
261,12,"[1, 2]",conv1,0.9470000267028809
262,12,"[1, 2]",conv2,0.9279999732971191
263,12,"[1, 2]",conv3,0.9079999923706055
264,12,[0],conv1,0.9330000281333923
265,12,[0],conv2,0.9179999828338623
266,12,[0],conv3,0.925000011920929
267,12,[1],conv1,0.9570000171661377
268,12,[1],conv2,0.9589999914169312
269,12,[1],conv3,0.949999988079071
270,12,[2],conv1,0.9350000023841858
271,12,[2],conv2,0.9380000233650208
272,12,[2],conv3,0.9049999713897705
273,13,"[0, 1, 2]",conv1,0.9359999895095825
274,13,"[0, 1, 2]",conv2,0.9570000171661377
275,13,"[0, 1, 2]",conv3,0.9660000205039978
276,13,"[0, 1]",conv1,0.9300000071525574
277,13,"[0, 1]",conv2,0.9340000152587891
278,13,"[0, 1]",conv3,0.8970000147819519
279,13,"[0, 2]",conv1,0.9520000219345093
280,13,"[0, 2]",conv2,0.9480000138282776
281,13,"[0, 2]",conv3,0.9399999976158142
282,13,"[1, 2]",conv1,0.9330000281333923
283,13,"[1, 2]",conv2,0.9359999895095825
284,13,"[1, 2]",conv3,0.9169999957084656
285,13,[0],conv1,0.9380000233650208
286,13,[0],conv2,0.9319999814033508
287,13,[0],conv3,0.925000011920929
288,13,[1],conv1,0.9670000076293945
289,13,[1],conv2,0.9580000042915344
290,13,[1],conv3,0.9480000138282776
291,13,[2],conv1,0.9520000219345093
292,13,[2],conv2,0.9340000152587891
293,13,[2],conv3,0.8999999761581421
294,14,"[0, 1, 2]",conv1,0.9470000267028809
295,14,"[0, 1, 2]",conv2,0.9599999785423279
296,14,"[0, 1, 2]",conv3,0.9549999833106995
297,14,"[0, 1]",conv1,0.9359999895095825
298,14,"[0, 1]",conv2,0.9470000267028809
299,14,"[0, 1]",conv3,0.9449999928474426
300,14,"[0, 2]",conv1,0.9459999799728394
301,14,"[0, 2]",conv2,0.9380000233650208
302,14,"[0, 2]",conv3,0.9200000166893005
303,14,"[1, 2]",conv1,0.9430000185966492
304,14,"[1, 2]",conv2,0.9350000023841858
305,14,"[1, 2]",conv3,0.9200000166893005
306,14,[0],conv1,0.9120000004768372
307,14,[0],conv2,0.9200000166893005
308,14,[0],conv3,0.8939999938011169
309,14,[1],conv1,0.9459999799728394
310,14,[1],conv2,0.9470000267028809
311,14,[1],conv3,0.9229999780654907
312,14,[2],conv1,0.9490000009536743
313,14,[2],conv2,0.9430000185966492
314,14,[2],conv3,0.9340000152587891
315,15,"[0, 1, 2]",conv1,0.9470000267028809
316,15,"[0, 1, 2]",conv2,0.9559999704360962
317,15,"[0, 1, 2]",conv3,0.9649999737739563
318,15,"[0, 1]",conv1,0.9259999990463257
319,15,"[0, 1]",conv2,0.9330000281333923
320,15,"[0, 1]",conv3,0.9229999780654907
321,15,"[0, 2]",conv1,0.9309999942779541
322,15,"[0, 2]",conv2,0.9480000138282776
323,15,"[0, 2]",conv3,0.925000011920929
324,15,"[1, 2]",conv1,0.9269999861717224
325,15,"[1, 2]",conv2,0.9369999766349792
326,15,"[1, 2]",conv3,0.9139999747276306
327,15,[0],conv1,0.9240000247955322
328,15,[0],conv2,0.9399999976158142
329,15,[0],conv3,0.9100000262260437
330,15,[1],conv1,0.9520000219345093
331,15,[1],conv2,0.9520000219345093
332,15,[1],conv3,0.9359999895095825
333,15,[2],conv1,0.9490000009536743
334,15,[2],conv2,0.9330000281333923
335,15,[2],conv3,0.9089999794960022
336,16,"[0, 1, 2]",conv1,0.9570000171661377
337,16,"[0, 1, 2]",conv2,0.9589999914169312
338,16,"[0, 1, 2]",conv3,0.9610000252723694
339,16,"[0, 1]",conv1,0.9200000166893005
340,16,"[0, 1]",conv2,0.9440000057220459
341,16,"[0, 1]",conv3,0.9139999747276306
342,16,"[0, 2]",conv1,0.9509999752044678
343,16,"[0, 2]",conv2,0.9509999752044678
344,16,"[0, 2]",conv3,0.9430000185966492
345,16,"[1, 2]",conv1,0.9259999990463257
346,16,"[1, 2]",conv2,0.9409999847412109
347,16,"[1, 2]",conv3,0.925000011920929
348,16,[0],conv1,0.9259999990463257
349,16,[0],conv2,0.9440000057220459
350,16,[0],conv3,0.9340000152587891
351,16,[1],conv1,0.9549999833106995
352,16,[1],conv2,0.9639999866485596
353,16,[1],conv3,0.9459999799728394
354,16,[2],conv1,0.9229999780654907
355,16,[2],conv2,0.9449999928474426
356,16,[2],conv3,0.9169999957084656
357,17,"[0, 1, 2]",conv1,0.9580000042915344
358,17,"[0, 1, 2]",conv2,0.9729999899864197
359,17,"[0, 1, 2]",conv3,0.9599999785423279
360,17,"[0, 1]",conv1,0.9369999766349792
361,17,"[0, 1]",conv2,0.9419999718666077
362,17,"[0, 1]",conv3,0.9290000200271606
363,17,"[0, 2]",conv1,0.9190000295639038
364,17,"[0, 2]",conv2,0.9449999928474426
365,17,"[0, 2]",conv3,0.9390000104904175
366,17,"[1, 2]",conv1,0.9440000057220459
367,17,"[1, 2]",conv2,0.9269999861717224
368,17,"[1, 2]",conv3,0.9269999861717224
369,17,[0],conv1,0.902999997138977
370,17,[0],conv2,0.9229999780654907
371,17,[0],conv3,0.8999999761581421
372,17,[1],conv1,0.949999988079071
373,17,[1],conv2,0.9639999866485596
374,17,[1],conv3,0.9610000252723694
375,17,[2],conv1,0.9449999928474426
376,17,[2],conv2,0.9539999961853027
377,17,[2],conv3,0.9330000281333923
378,18,"[0, 1, 2]",conv1,0.9470000267028809
379,18,"[0, 1, 2]",conv2,0.9580000042915344
380,18,"[0, 1, 2]",conv3,0.9710000157356262
381,18,"[0, 1]",conv1,0.9369999766349792
382,18,"[0, 1]",conv2,0.9449999928474426
383,18,"[0, 1]",conv3,0.9440000057220459
384,18,"[0, 2]",conv1,0.9340000152587891
385,18,"[0, 2]",conv2,0.9620000123977661
386,18,"[0, 2]",conv3,0.9350000023841858
387,18,"[1, 2]",conv1,0.9269999861717224
388,18,"[1, 2]",conv2,0.9440000057220459
389,18,"[1, 2]",conv3,0.9229999780654907
390,18,[0],conv1,0.9330000281333923
391,18,[0],conv2,0.9330000281333923
392,18,[0],conv3,0.9100000262260437
393,18,[1],conv1,0.9580000042915344
394,18,[1],conv2,0.9710000157356262
395,18,[1],conv3,0.9629999995231628
396,18,[2],conv1,0.9409999847412109
397,18,[2],conv2,0.9509999752044678
398,18,[2],conv3,0.9139999747276306
399,19,"[0, 1, 2]",conv1,0.9539999961853027
400,19,"[0, 1, 2]",conv2,0.9639999866485596
401,19,"[0, 1, 2]",conv3,0.972000002861023
402,19,"[0, 1]",conv1,0.9150000214576721
403,19,"[0, 1]",conv2,0.9399999976158142
404,19,"[0, 1]",conv3,0.9359999895095825
405,19,"[0, 2]",conv1,0.953000009059906
406,19,"[0, 2]",conv2,0.9509999752044678
407,19,"[0, 2]",conv3,0.9660000205039978
408,19,"[1, 2]",conv1,0.9480000138282776
409,19,"[1, 2]",conv2,0.9440000057220459
410,19,"[1, 2]",conv3,0.9380000233650208
411,19,[0],conv1,0.9359999895095825
412,19,[0],conv2,0.9380000233650208
413,19,[0],conv3,0.9399999976158142
414,19,[1],conv1,0.953000009059906
415,19,[1],conv2,0.953000009059906
416,19,[1],conv3,0.9549999833106995
417,19,[2],conv1,0.9369999766349792
418,19,[2],conv2,0.9520000219345093
419,19,[2],conv3,0.9169999957084656
420,20,"[0, 1, 2]",conv1,0.9509999752044678
421,20,"[0, 1, 2]",conv2,0.9520000219345093
422,20,"[0, 1, 2]",conv3,0.949999988079071
423,20,"[0, 1]",conv1,0.9350000023841858
424,20,"[0, 1]",conv2,0.9509999752044678
425,20,"[0, 1]",conv3,0.9309999942779541
426,20,"[0, 2]",conv1,0.9350000023841858
427,20,"[0, 2]",conv2,0.9399999976158142
428,20,"[0, 2]",conv3,0.9229999780654907
429,20,"[1, 2]",conv1,0.9350000023841858
430,20,"[1, 2]",conv2,0.9290000200271606
431,20,"[1, 2]",conv3,0.9150000214576721
432,20,[0],conv1,0.9179999828338623
433,20,[0],conv2,0.9359999895095825
434,20,[0],conv3,0.8989999890327454
435,20,[1],conv1,0.9589999914169312
436,20,[1],conv2,0.9639999866485596
437,20,[1],conv3,0.9440000057220459
438,20,[2],conv1,0.9459999799728394
439,20,[2],conv2,0.949999988079071
440,20,[2],conv3,0.9319999814033508
441,21,"[0, 1, 2]",conv1,0.9480000138282776
442,21,"[0, 1, 2]",conv2,0.9700000286102295
443,21,"[0, 1, 2]",conv3,0.9660000205039978
444,21,"[0, 1]",conv1,0.9139999747276306
445,21,"[0, 1]",conv2,0.9259999990463257
446,21,"[0, 1]",conv3,0.9139999747276306
447,21,"[0, 2]",conv1,0.9350000023841858
448,21,"[0, 2]",conv2,0.9359999895095825
449,21,"[0, 2]",conv3,0.9340000152587891
450,21,"[1, 2]",conv1,0.9210000038146973
451,21,"[1, 2]",conv2,0.9120000004768372
452,21,"[1, 2]",conv3,0.902999997138977
453,21,[0],conv1,0.9390000104904175
454,21,[0],conv2,0.9330000281333923
455,21,[0],conv3,0.8830000162124634
456,21,[1],conv1,0.9559999704360962
457,21,[1],conv2,0.9629999995231628
458,21,[1],conv3,0.9409999847412109
459,21,[2],conv1,0.9409999847412109
460,21,[2],conv2,0.9430000185966492
461,21,[2],conv3,0.902999997138977
462,22,"[0, 1, 2]",conv1,0.9549999833106995
463,22,"[0, 1, 2]",conv2,0.9589999914169312
464,22,"[0, 1, 2]",conv3,0.9700000286102295
465,22,"[0, 1]",conv1,0.9440000057220459
466,22,"[0, 1]",conv2,0.9409999847412109
467,22,"[0, 1]",conv3,0.9309999942779541
468,22,"[0, 2]",conv1,0.9509999752044678
469,22,"[0, 2]",conv2,0.9409999847412109
470,22,"[0, 2]",conv3,0.9340000152587891
471,22,"[1, 2]",conv1,0.9269999861717224
472,22,"[1, 2]",conv2,0.9369999766349792
473,22,"[1, 2]",conv3,0.9259999990463257
474,22,[0],conv1,0.9409999847412109
475,22,[0],conv2,0.9359999895095825
476,22,[0],conv3,0.9319999814033508
477,22,[1],conv1,0.9660000205039978
478,22,[1],conv2,0.9610000252723694
479,22,[1],conv3,0.949999988079071
480,22,[2],conv1,0.9290000200271606
481,22,[2],conv2,0.949999988079071
482,22,[2],conv3,0.9229999780654907
483,23,"[0, 1, 2]",conv1,0.9409999847412109
484,23,"[0, 1, 2]",conv2,0.9470000267028809
485,23,"[0, 1, 2]",conv3,0.9700000286102295
486,23,"[0, 1]",conv1,0.9300000071525574
487,23,"[0, 1]",conv2,0.9259999990463257
488,23,"[0, 1]",conv3,0.9290000200271606
489,23,"[0, 2]",conv1,0.9309999942779541
490,23,"[0, 2]",conv2,0.9319999814033508
491,23,"[0, 2]",conv3,0.9210000038146973
492,23,"[1, 2]",conv1,0.9269999861717224
493,23,"[1, 2]",conv2,0.9340000152587891
494,23,"[1, 2]",conv3,0.9070000052452087
495,23,[0],conv1,0.9210000038146973
496,23,[0],conv2,0.9210000038146973
497,23,[0],conv3,0.8920000195503235
498,23,[1],conv1,0.9470000267028809
499,23,[1],conv2,0.9470000267028809
500,23,[1],conv3,0.9300000071525574
501,23,[2],conv1,0.9350000023841858
502,23,[2],conv2,0.9399999976158142
503,23,[2],conv3,0.9229999780654907
504,24,"[0, 1, 2]",conv1,0.9509999752044678
505,24,"[0, 1, 2]",conv2,0.9589999914169312
506,24,"[0, 1, 2]",conv3,0.9679999947547913
507,24,"[0, 1]",conv1,0.9380000233650208
508,24,"[0, 1]",conv2,0.9380000233650208
509,24,"[0, 1]",conv3,0.921999990940094
510,24,"[0, 2]",conv1,0.953000009059906
511,24,"[0, 2]",conv2,0.9369999766349792
512,24,"[0, 2]",conv3,0.9399999976158142
513,24,"[1, 2]",conv1,0.9309999942779541
514,24,"[1, 2]",conv2,0.9409999847412109
515,24,"[1, 2]",conv3,0.8970000147819519
516,24,[0],conv1,0.9200000166893005
517,24,[0],conv2,0.9240000247955322
518,24,[0],conv3,0.890999972820282
519,24,[1],conv1,0.9649999737739563
520,24,[1],conv2,0.9549999833106995
521,24,[1],conv3,0.9319999814033508
522,24,[2],conv1,0.9350000023841858
523,24,[2],conv2,0.9259999990463257
524,24,[2],conv3,0.8989999890327454
525,25,"[0, 1, 2]",conv1,0.9480000138282776
526,25,"[0, 1, 2]",conv2,0.9549999833106995
527,25,"[0, 1, 2]",conv3,0.9570000171661377
528,25,"[0, 1]",conv1,0.9570000171661377
529,25,"[0, 1]",conv2,0.9319999814033508
530,25,"[0, 1]",conv3,0.9340000152587891
531,25,"[0, 2]",conv1,0.9509999752044678
532,25,"[0, 2]",conv2,0.9639999866485596
533,25,"[0, 2]",conv3,0.9459999799728394
534,25,"[1, 2]",conv1,0.9409999847412109
535,25,"[1, 2]",conv2,0.9480000138282776
536,25,"[1, 2]",conv3,0.9179999828338623
537,25,[0],conv1,0.9259999990463257
538,25,[0],conv2,0.9369999766349792
539,25,[0],conv3,0.9290000200271606
540,25,[1],conv1,0.9639999866485596
541,25,[1],conv2,0.9599999785423279
542,25,[1],conv3,0.9570000171661377
543,25,[2],conv1,0.9419999718666077
544,25,[2],conv2,0.9459999799728394
545,25,[2],conv3,0.921999990940094
546,26,"[0, 1, 2]",conv1,0.9470000267028809
547,26,"[0, 1, 2]",conv2,0.9449999928474426
548,26,"[0, 1, 2]",conv3,0.9700000286102295
549,26,"[0, 1]",conv1,0.9359999895095825
550,26,"[0, 1]",conv2,0.9390000104904175
551,26,"[0, 1]",conv3,0.9319999814033508
552,26,"[0, 2]",conv1,0.9279999732971191
553,26,"[0, 2]",conv2,0.9309999942779541
554,26,"[0, 2]",conv3,0.9359999895095825
555,26,"[1, 2]",conv1,0.9350000023841858
556,26,"[1, 2]",conv2,0.9390000104904175
557,26,"[1, 2]",conv3,0.8960000276565552
558,26,[0],conv1,0.9330000281333923
559,26,[0],conv2,0.9309999942779541
560,26,[0],conv3,0.8960000276565552
561,26,[1],conv1,0.9539999961853027
562,26,[1],conv2,0.9670000076293945
563,26,[1],conv3,0.9399999976158142
564,26,[2],conv1,0.9440000057220459
565,26,[2],conv2,0.9539999961853027
566,26,[2],conv3,0.9200000166893005
567,27,"[0, 1, 2]",conv1,0.9559999704360962
568,27,"[0, 1, 2]",conv2,0.9580000042915344
569,27,"[0, 1, 2]",conv3,0.9639999866485596
570,27,"[0, 1]",conv1,0.9309999942779541
571,27,"[0, 1]",conv2,0.9190000295639038
572,27,"[0, 1]",conv3,0.9129999876022339
573,27,"[0, 2]",conv1,0.9369999766349792
574,27,"[0, 2]",conv2,0.9490000009536743
575,27,"[0, 2]",conv3,0.9160000085830688
576,27,"[1, 2]",conv1,0.9359999895095825
577,27,"[1, 2]",conv2,0.9409999847412109
578,27,"[1, 2]",conv3,0.9079999923706055
579,27,[0],conv1,0.9300000071525574
580,27,[0],conv2,0.9229999780654907
581,27,[0],conv3,0.8960000276565552
582,27,[1],conv1,0.9620000123977661
583,27,[1],conv2,0.9559999704360962
584,27,[1],conv3,0.9509999752044678
585,27,[2],conv1,0.9319999814033508
586,27,[2],conv2,0.9449999928474426
587,27,[2],conv3,0.9290000200271606
588,28,"[0, 1, 2]",conv1,0.9539999961853027
589,28,"[0, 1, 2]",conv2,0.9559999704360962
590,28,"[0, 1, 2]",conv3,0.968999981880188
591,28,"[0, 1]",conv1,0.9279999732971191
592,28,"[0, 1]",conv2,0.925000011920929
593,28,"[0, 1]",conv3,0.9129999876022339
594,28,"[0, 2]",conv1,0.9440000057220459
595,28,"[0, 2]",conv2,0.9549999833106995
596,28,"[0, 2]",conv3,0.9380000233650208
597,28,"[1, 2]",conv1,0.9309999942779541
598,28,"[1, 2]",conv2,0.9390000104904175
599,28,"[1, 2]",conv3,0.9240000247955322
