,model,variables,layer,accuracy
69,33,"[0, 2]",conv1,0.9470000267028809
70,33,"[0, 2]",conv2,0.949999988079071
71,33,"[0, 2]",conv3,0.9100000262260437
72,33,"[1, 2]",conv1,0.925000011920929
73,33,"[1, 2]",conv2,0.9129999876022339
74,33,"[1, 2]",conv3,0.8830000162124634
75,33,[0],conv1,0.9020000100135803
76,33,[0],conv2,0.925000011920929
77,33,[0],conv3,0.9269999861717224
78,33,[1],conv1,0.953000009059906
79,33,[1],conv2,0.9589999914169312
80,33,[1],conv3,0.9419999718666077
81,33,[2],conv1,0.9470000267028809
82,33,[2],conv2,0.9480000138282776
83,33,[2],conv3,0.9039999842643738
84,34,"[0, 1, 2]",conv1,0.9580000042915344
85,34,"[0, 1, 2]",conv2,0.9419999718666077
86,34,"[0, 1, 2]",conv3,0.9539999961853027
87,34,"[0, 1]",conv1,0.9279999732971191
88,34,"[0, 1]",conv2,0.9419999718666077
89,34,"[0, 1]",conv3,0.8980000019073486
90,34,"[0, 2]",conv1,0.9520000219345093
91,34,"[0, 2]",conv2,0.9380000233650208
92,34,"[0, 2]",conv3,0.9190000295639038
93,34,"[1, 2]",conv1,0.9340000152587891
94,34,"[1, 2]",conv2,0.9330000281333923
95,34,"[1, 2]",conv3,0.9160000085830688
96,34,[0],conv1,0.9359999895095825
97,34,[0],conv2,0.9300000071525574
98,34,[0],conv3,0.9309999942779541
99,34,[1],conv1,0.9739999771118164
100,34,[1],conv2,0.9649999737739563
101,34,[1],conv3,0.9520000219345093
102,34,[2],conv1,0.921999990940094
103,34,[2],conv2,0.9380000233650208
104,34,[2],conv3,0.9049999713897705
105,35,"[0, 1, 2]",conv1,0.9269999861717224
106,35,"[0, 1, 2]",conv2,0.9470000267028809
107,35,"[0, 1, 2]",conv3,0.9399999976158142
108,35,"[0, 1]",conv1,0.9390000104904175
109,35,"[0, 1]",conv2,0.9459999799728394
110,35,"[0, 1]",conv3,0.9179999828338623
111,35,"[0, 2]",conv1,0.9419999718666077
112,35,"[0, 2]",conv2,0.9340000152587891
113,35,"[0, 2]",conv3,0.9070000052452087
114,35,"[1, 2]",conv1,0.9359999895095825
115,35,"[1, 2]",conv2,0.9290000200271606
116,35,"[1, 2]",conv3,0.8790000081062317
117,35,[0],conv1,0.9129999876022339
118,35,[0],conv2,0.9210000038146973
119,35,[0],conv3,0.8920000195503235
120,35,[1],conv1,0.9570000171661377
121,35,[1],conv2,0.9610000252723694
122,35,[1],conv3,0.9359999895095825
123,35,[2],conv1,0.9539999961853027
124,35,[2],conv2,0.9409999847412109
125,35,[2],conv3,0.921999990940094
126,36,"[0, 1, 2]",conv1,0.9319999814033508
127,36,"[0, 1, 2]",conv2,0.9539999961853027
128,36,"[0, 1, 2]",conv3,0.9589999914169312
129,36,"[0, 1]",conv1,0.9390000104904175
130,36,"[0, 1]",conv2,0.9369999766349792
131,36,"[0, 1]",conv3,0.8939999938011169
132,36,"[0, 2]",conv1,0.9269999861717224
133,36,"[0, 2]",conv2,0.9449999928474426
134,36,"[0, 2]",conv3,0.9179999828338623
135,36,"[1, 2]",conv1,0.9129999876022339
136,36,"[1, 2]",conv2,0.9330000281333923
137,36,"[1, 2]",conv3,0.8949999809265137
138,36,[0],conv1,0.9160000085830688
139,36,[0],conv2,0.9179999828338623
140,36,[0],conv3,0.8870000243186951
141,36,[1],conv1,0.9639999866485596
142,36,[1],conv2,0.9440000057220459
143,36,[1],conv3,0.9480000138282776
144,36,[2],conv1,0.9449999928474426
145,36,[2],conv2,0.9350000023841858
146,36,[2],conv3,0.8840000033378601
147,37,"[0, 1, 2]",conv1,0.9580000042915344
148,37,"[0, 1, 2]",conv2,0.953000009059906
149,37,"[0, 1, 2]",conv3,0.9679999947547913
150,37,"[0, 1]",conv1,0.9319999814033508
151,37,"[0, 1]",conv2,0.9259999990463257
152,37,"[0, 1]",conv3,0.9070000052452087
153,37,"[0, 2]",conv1,0.9589999914169312
154,37,"[0, 2]",conv2,0.9409999847412109
155,37,"[0, 2]",conv3,0.9350000023841858
156,37,"[1, 2]",conv1,0.9309999942779541
157,37,"[1, 2]",conv2,0.9369999766349792
158,37,"[1, 2]",conv3,0.9089999794960022
159,37,[0],conv1,0.921999990940094
160,37,[0],conv2,0.9419999718666077
161,37,[0],conv3,0.9210000038146973
162,37,[1],conv1,0.9729999899864197
163,37,[1],conv2,0.9679999947547913
164,37,[1],conv3,0.949999988079071
165,37,[2],conv1,0.9340000152587891
166,37,[2],conv2,0.9330000281333923
167,37,[2],conv3,0.9039999842643738
168,38,"[0, 1, 2]",conv1,0.9509999752044678
169,38,"[0, 1, 2]",conv2,0.9440000057220459
170,38,"[0, 1, 2]",conv3,0.9599999785423279
171,38,"[0, 1]",conv1,0.9340000152587891
172,38,"[0, 1]",conv2,0.9319999814033508
173,38,"[0, 1]",conv3,0.9210000038146973
174,38,"[0, 2]",conv1,0.9490000009536743
175,38,"[0, 2]",conv2,0.9419999718666077
176,38,"[0, 2]",conv3,0.906000018119812
177,38,"[1, 2]",conv1,0.9319999814033508
178,38,"[1, 2]",conv2,0.9300000071525574
179,38,"[1, 2]",conv3,0.8870000243186951
180,38,[0],conv1,0.9229999780654907
181,38,[0],conv2,0.9210000038146973
182,38,[0],conv3,0.8949999809265137
183,38,[1],conv1,0.9520000219345093
184,38,[1],conv2,0.9509999752044678
185,38,[1],conv3,0.9350000023841858
186,38,[2],conv1,0.953000009059906
187,38,[2],conv2,0.9580000042915344
188,38,[2],conv3,0.9290000200271606
189,39,"[0, 1, 2]",conv1,0.9300000071525574
190,39,"[0, 1, 2]",conv2,0.9459999799728394
191,39,"[0, 1, 2]",conv3,0.9559999704360962
192,39,"[0, 1]",conv1,0.9110000133514404
193,39,"[0, 1]",conv2,0.9229999780654907
194,39,"[0, 1]",conv3,0.8840000033378601
195,39,"[0, 2]",conv1,0.9350000023841858
196,39,"[0, 2]",conv2,0.9330000281333923
197,39,"[0, 2]",conv3,0.9179999828338623
198,39,"[1, 2]",conv1,0.9419999718666077
199,39,"[1, 2]",conv2,0.9190000295639038
200,39,"[1, 2]",conv3,0.9010000228881836
201,39,[0],conv1,0.9139999747276306
202,39,[0],conv2,0.9010000228881836
203,39,[0],conv3,0.8970000147819519
204,39,[1],conv1,0.9539999961853027
205,39,[1],conv2,0.9580000042915344
206,39,[1],conv3,0.949999988079071
207,39,[2],conv1,0.9300000071525574
208,39,[2],conv2,0.9240000247955322
209,39,[2],conv3,0.9020000100135803
210,40,"[0, 1, 2]",conv1,0.9430000185966492
211,40,"[0, 1, 2]",conv2,0.9559999704360962
212,40,"[0, 1, 2]",conv3,0.9649999737739563
213,40,"[0, 1]",conv1,0.9070000052452087
214,40,"[0, 1]",conv2,0.9179999828338623
215,40,"[0, 1]",conv3,0.902999997138977
216,40,"[0, 2]",conv1,0.9419999718666077
217,40,"[0, 2]",conv2,0.9409999847412109
218,40,"[0, 2]",conv3,0.9240000247955322
219,40,"[1, 2]",conv1,0.925000011920929
220,40,"[1, 2]",conv2,0.9190000295639038
221,40,"[1, 2]",conv3,0.9070000052452087
222,40,[0],conv1,0.9259999990463257
223,40,[0],conv2,0.9240000247955322
224,40,[0],conv3,0.9110000133514404
225,40,[1],conv1,0.9639999866485596
226,40,[1],conv2,0.9620000123977661
227,40,[1],conv3,0.9430000185966492
228,40,[2],conv1,0.9259999990463257
229,40,[2],conv2,0.9340000152587891
230,40,[2],conv3,0.902999997138977
231,41,"[0, 1, 2]",conv1,0.9440000057220459
232,41,"[0, 1, 2]",conv2,0.9490000009536743
233,41,"[0, 1, 2]",conv3,0.9480000138282776
234,41,"[0, 1]",conv1,0.9259999990463257
235,41,"[0, 1]",conv2,0.9139999747276306
236,41,"[0, 1]",conv3,0.9190000295639038
237,41,"[0, 2]",conv1,0.9470000267028809
238,41,"[0, 2]",conv2,0.9229999780654907
239,41,"[0, 2]",conv3,0.906000018119812
240,41,"[1, 2]",conv1,0.9259999990463257
241,41,"[1, 2]",conv2,0.9139999747276306
242,41,"[1, 2]",conv3,0.8799999952316284
243,41,[0],conv1,0.9190000295639038
244,41,[0],conv2,0.902999997138977
245,41,[0],conv3,0.8830000162124634
246,41,[1],conv1,0.9570000171661377
247,41,[1],conv2,0.9610000252723694
248,41,[1],conv3,0.9269999861717224
249,41,[2],conv1,0.9539999961853027
250,41,[2],conv2,0.9319999814033508
251,41,[2],conv3,0.9300000071525574
252,42,"[0, 1, 2]",conv1,0.9390000104904175
253,42,"[0, 1, 2]",conv2,0.9549999833106995
254,42,"[0, 1, 2]",conv3,0.9470000267028809
255,42,"[0, 1]",conv1,0.9290000200271606
256,42,"[0, 1]",conv2,0.9169999957084656
257,42,"[0, 1]",conv3,0.8889999985694885
258,42,"[0, 2]",conv1,0.9490000009536743
259,42,"[0, 2]",conv2,0.9399999976158142
260,42,"[0, 2]",conv3,0.9089999794960022
261,42,"[1, 2]",conv1,0.9139999747276306
262,42,"[1, 2]",conv2,0.9269999861717224
263,42,"[1, 2]",conv3,0.8880000114440918
264,42,[0],conv1,0.9160000085830688
265,42,[0],conv2,0.9039999842643738
266,42,[0],conv3,0.8939999938011169
267,42,[1],conv1,0.9559999704360962
268,42,[1],conv2,0.9660000205039978
269,42,[1],conv3,0.9350000023841858
270,42,[2],conv1,0.9279999732971191
271,42,[2],conv2,0.9319999814033508
272,42,[2],conv3,0.9010000228881836
273,43,"[0, 1, 2]",conv1,0.9520000219345093
274,43,"[0, 1, 2]",conv2,0.953000009059906
275,43,"[0, 1, 2]",conv3,0.9559999704360962
276,43,"[0, 1]",conv1,0.9190000295639038
277,43,"[0, 1]",conv2,0.9279999732971191
278,43,"[0, 1]",conv3,0.8880000114440918
279,43,"[0, 2]",conv1,0.953000009059906
280,43,"[0, 2]",conv2,0.9490000009536743
281,43,"[0, 2]",conv3,0.9070000052452087
282,43,"[1, 2]",conv1,0.9359999895095825
283,43,"[1, 2]",conv2,0.9169999957084656
284,43,"[1, 2]",conv3,0.9110000133514404
285,43,[0],conv1,0.9409999847412109
286,43,[0],conv2,0.925000011920929
287,43,[0],conv3,0.9150000214576721
288,43,[1],conv1,0.9629999995231628
289,43,[1],conv2,0.9570000171661377
290,43,[1],conv3,0.9470000267028809
291,43,[2],conv1,0.9459999799728394
292,43,[2],conv2,0.921999990940094
293,43,[2],conv3,0.890999972820282
294,44,"[0, 1, 2]",conv1,0.9490000009536743
295,44,"[0, 1, 2]",conv2,0.9539999961853027
296,44,"[0, 1, 2]",conv3,0.9490000009536743
297,44,"[0, 1]",conv1,0.9380000233650208
298,44,"[0, 1]",conv2,0.9409999847412109
299,44,"[0, 1]",conv3,0.9120000004768372
300,44,"[0, 2]",conv1,0.9419999718666077
301,44,"[0, 2]",conv2,0.9399999976158142
302,44,"[0, 2]",conv3,0.8949999809265137
303,44,"[1, 2]",conv1,0.9380000233650208
304,44,"[1, 2]",conv2,0.9259999990463257
305,44,"[1, 2]",conv3,0.8970000147819519
306,44,[0],conv1,0.906000018119812
307,44,[0],conv2,0.9100000262260437
308,44,[0],conv3,0.875
309,44,[1],conv1,0.9480000138282776
310,44,[1],conv2,0.9470000267028809
311,44,[1],conv3,0.9269999861717224
312,44,[2],conv1,0.9459999799728394
313,44,[2],conv2,0.9430000185966492
314,44,[2],conv3,0.9319999814033508
315,45,"[0, 1, 2]",conv1,0.9369999766349792
316,45,"[0, 1, 2]",conv2,0.9599999785423279
317,45,"[0, 1, 2]",conv3,0.9549999833106995
318,45,"[0, 1]",conv1,0.9300000071525574
319,45,"[0, 1]",conv2,0.9290000200271606
320,45,"[0, 1]",conv3,0.8939999938011169
321,45,"[0, 2]",conv1,0.9309999942779541
322,45,"[0, 2]",conv2,0.9440000057220459
323,45,"[0, 2]",conv3,0.9190000295639038
324,45,"[1, 2]",conv1,0.9169999957084656
325,45,"[1, 2]",conv2,0.9390000104904175
326,45,"[1, 2]",conv3,0.8840000033378601
327,45,[0],conv1,0.9039999842643738
328,45,[0],conv2,0.9269999861717224
329,45,[0],conv3,0.8880000114440918
330,45,[1],conv1,0.9629999995231628
331,45,[1],conv2,0.9570000171661377
332,45,[1],conv3,0.9240000247955322
333,45,[2],conv1,0.9409999847412109
334,45,[2],conv2,0.9350000023841858
335,45,[2],conv3,0.8949999809265137
336,46,"[0, 1, 2]",conv1,0.9559999704360962
337,46,"[0, 1, 2]",conv2,0.9649999737739563
338,46,"[0, 1, 2]",conv3,0.9589999914169312
339,46,"[0, 1]",conv1,0.925000011920929
340,46,"[0, 1]",conv2,0.9300000071525574
341,46,"[0, 1]",conv3,0.8999999761581421
342,46,"[0, 2]",conv1,0.9549999833106995
343,46,"[0, 2]",conv2,0.9629999995231628
344,46,"[0, 2]",conv3,0.9300000071525574
345,46,"[1, 2]",conv1,0.9330000281333923
346,46,"[1, 2]",conv2,0.9380000233650208
347,46,"[1, 2]",conv3,0.9020000100135803
348,46,[0],conv1,0.9279999732971191
349,46,[0],conv2,0.9300000071525574
350,46,[0],conv3,0.9160000085830688
351,46,[1],conv1,0.9599999785423279
352,46,[1],conv2,0.9649999737739563
353,46,[1],conv3,0.9480000138282776
354,46,[2],conv1,0.9210000038146973
355,46,[2],conv2,0.9340000152587891
356,46,[2],conv3,0.8899999856948853
357,47,"[0, 1, 2]",conv1,0.9459999799728394
358,47,"[0, 1, 2]",conv2,0.9620000123977661
359,47,"[0, 1, 2]",conv3,0.949999988079071
360,47,"[0, 1]",conv1,0.9350000023841858
361,47,"[0, 1]",conv2,0.9350000023841858
362,47,"[0, 1]",conv3,0.9129999876022339
363,47,"[0, 2]",conv1,0.9240000247955322
364,47,"[0, 2]",conv2,0.9490000009536743
365,47,"[0, 2]",conv3,0.9279999732971191
366,47,"[1, 2]",conv1,0.9340000152587891
367,47,"[1, 2]",conv2,0.9290000200271606
368,47,"[1, 2]",conv3,0.9039999842643738
369,47,[0],conv1,0.902999997138977
370,47,[0],conv2,0.8920000195503235
371,47,[0],conv3,0.878000020980835
372,47,[1],conv1,0.9639999866485596
373,47,[1],conv2,0.9549999833106995
374,47,[1],conv3,0.9490000009536743
375,47,[2],conv1,0.9480000138282776
376,47,[2],conv2,0.9520000219345093
377,47,[2],conv3,0.9190000295639038
378,48,"[0, 1, 2]",conv1,0.9449999928474426
379,48,"[0, 1, 2]",conv2,0.949999988079071
380,48,"[0, 1, 2]",conv3,0.9629999995231628
381,48,"[0, 1]",conv1,0.9169999957084656
382,48,"[0, 1]",conv2,0.9309999942779541
383,48,"[0, 1]",conv3,0.9240000247955322
384,48,"[0, 2]",conv1,0.9369999766349792
385,48,"[0, 2]",conv2,0.9480000138282776
386,48,"[0, 2]",conv3,0.9210000038146973
387,48,"[1, 2]",conv1,0.9229999780654907
388,48,"[1, 2]",conv2,0.9340000152587891
389,48,"[1, 2]",conv3,0.9139999747276306
390,48,[0],conv1,0.906000018119812
391,48,[0],conv2,0.921999990940094
392,48,[0],conv3,0.902999997138977
393,48,[1],conv1,0.9509999752044678
394,48,[1],conv2,0.9649999737739563
395,48,[1],conv3,0.9559999704360962
396,48,[2],conv1,0.9399999976158142
397,48,[2],conv2,0.9380000233650208
398,48,[2],conv3,0.8970000147819519
399,49,"[0, 1, 2]",conv1,0.9490000009536743
400,49,"[0, 1, 2]",conv2,0.9610000252723694
401,49,"[0, 1, 2]",conv3,0.9599999785423279
402,49,"[0, 1]",conv1,0.9200000166893005
403,49,"[0, 1]",conv2,0.9300000071525574
404,49,"[0, 1]",conv3,0.8989999890327454
405,49,"[0, 2]",conv1,0.9559999704360962
406,49,"[0, 2]",conv2,0.949999988079071
407,49,"[0, 2]",conv3,0.9539999961853027
408,49,"[1, 2]",conv1,0.9259999990463257
409,49,"[1, 2]",conv2,0.9309999942779541
410,49,"[1, 2]",conv3,0.9070000052452087
411,49,[0],conv1,0.9300000071525574
412,49,[0],conv2,0.9399999976158142
413,49,[0],conv3,0.9319999814033508
414,49,[1],conv1,0.9549999833106995
415,49,[1],conv2,0.9459999799728394
416,49,[1],conv3,0.9449999928474426
417,49,[2],conv1,0.9369999766349792
418,49,[2],conv2,0.9300000071525574
419,49,[2],conv3,0.8939999938011169
420,50,"[0, 1, 2]",conv1,0.953000009059906
421,50,"[0, 1, 2]",conv2,0.9549999833106995
422,50,"[0, 1, 2]",conv3,0.9369999766349792
423,50,"[0, 1]",conv1,0.9340000152587891
424,50,"[0, 1]",conv2,0.9459999799728394
425,50,"[0, 1]",conv3,0.925000011920929
426,50,"[0, 2]",conv1,0.9300000071525574
427,50,"[0, 2]",conv2,0.9380000233650208
428,50,"[0, 2]",conv3,0.9309999942779541
429,50,"[1, 2]",conv1,0.9269999861717224
430,50,"[1, 2]",conv2,0.9210000038146973
431,50,"[1, 2]",conv3,0.902999997138977
432,50,[0],conv1,0.9169999957084656
433,50,[0],conv2,0.9319999814033508
434,50,[0],conv3,0.9169999957084656
435,50,[1],conv1,0.9660000205039978
436,50,[1],conv2,0.9629999995231628
437,50,[1],conv3,0.9509999752044678
438,50,[2],conv1,0.9509999752044678
439,50,[2],conv2,0.9559999704360962
440,50,[2],conv3,0.9269999861717224
441,51,"[0, 1, 2]",conv1,0.9509999752044678
442,51,"[0, 1, 2]",conv2,0.9649999737739563
443,51,"[0, 1, 2]",conv3,0.9589999914169312
444,51,"[0, 1]",conv1,0.902999997138977
445,51,"[0, 1]",conv2,0.9150000214576721
446,51,"[0, 1]",conv3,0.8960000276565552
447,51,"[0, 2]",conv1,0.9340000152587891
448,51,"[0, 2]",conv2,0.9350000023841858
449,51,"[0, 2]",conv3,0.9340000152587891
450,51,"[1, 2]",conv1,0.9259999990463257
451,51,"[1, 2]",conv2,0.9020000100135803
452,51,"[1, 2]",conv3,0.8939999938011169
453,51,[0],conv1,0.9309999942779541
454,51,[0],conv2,0.9179999828338623
455,51,[0],conv3,0.8899999856948853
456,51,[1],conv1,0.9559999704360962
457,51,[1],conv2,0.9679999947547913
458,51,[1],conv3,0.9470000267028809
459,51,[2],conv1,0.9409999847412109
460,51,[2],conv2,0.9399999976158142
461,51,[2],conv3,0.9020000100135803
462,52,"[0, 1, 2]",conv1,0.9570000171661377
463,52,"[0, 1, 2]",conv2,0.9480000138282776
464,52,"[0, 1, 2]",conv3,0.953000009059906
465,52,"[0, 1]",conv1,0.9419999718666077
466,52,"[0, 1]",conv2,0.9409999847412109
467,52,"[0, 1]",conv3,0.9190000295639038
468,52,"[0, 2]",conv1,0.9449999928474426
469,52,"[0, 2]",conv2,0.9380000233650208
470,52,"[0, 2]",conv3,0.9290000200271606
471,52,"[1, 2]",conv1,0.9359999895095825
472,52,"[1, 2]",conv2,0.9309999942779541
473,52,"[1, 2]",conv3,0.8920000195503235
474,52,[0],conv1,0.9330000281333923
475,52,[0],conv2,0.9309999942779541
476,52,[0],conv3,0.9279999732971191
477,52,[1],conv1,0.9729999899864197
478,52,[1],conv2,0.9580000042915344
479,52,[1],conv3,0.9509999752044678
480,52,[2],conv1,0.9259999990463257
481,52,[2],conv2,0.9419999718666077
482,52,[2],conv3,0.9110000133514404
483,53,"[0, 1, 2]",conv1,0.9340000152587891
484,53,"[0, 1, 2]",conv2,0.9539999961853027
485,53,"[0, 1, 2]",conv3,0.9509999752044678
486,53,"[0, 1]",conv1,0.9120000004768372
487,53,"[0, 1]",conv2,0.925000011920929
488,53,"[0, 1]",conv3,0.9190000295639038
489,53,"[0, 2]",conv1,0.9430000185966492
490,53,"[0, 2]",conv2,0.925000011920929
491,53,"[0, 2]",conv3,0.9210000038146973
492,53,"[1, 2]",conv1,0.9150000214576721
493,53,"[1, 2]",conv2,0.921999990940094
494,53,"[1, 2]",conv3,0.8830000162124634
495,53,[0],conv1,0.9229999780654907
496,53,[0],conv2,0.8939999938011169
497,53,[0],conv3,0.8999999761581421
498,53,[1],conv1,0.9610000252723694
499,53,[1],conv2,0.9599999785423279
500,53,[1],conv3,0.9269999861717224
501,53,[2],conv1,0.9409999847412109
502,53,[2],conv2,0.9490000009536743
503,53,[2],conv3,0.9210000038146973
504,54,"[0, 1, 2]",conv1,0.953000009059906
505,54,"[0, 1, 2]",conv2,0.9629999995231628
506,54,"[0, 1, 2]",conv3,0.9670000076293945
507,54,"[0, 1]",conv1,0.925000011920929
508,54,"[0, 1]",conv2,0.9340000152587891
509,54,"[0, 1]",conv3,0.9200000166893005
510,54,"[0, 2]",conv1,0.949999988079071
511,54,"[0, 2]",conv2,0.9399999976158142
512,54,"[0, 2]",conv3,0.9229999780654907
513,54,"[1, 2]",conv1,0.9340000152587891
514,54,"[1, 2]",conv2,0.9240000247955322
515,54,"[1, 2]",conv3,0.8939999938011169
516,54,[0],conv1,0.9179999828338623
517,54,[0],conv2,0.925000011920929
518,54,[0],conv3,0.8999999761581421
519,54,[1],conv1,0.9700000286102295
520,54,[1],conv2,0.9670000076293945
521,54,[1],conv3,0.9309999942779541
522,54,[2],conv1,0.9290000200271606
523,54,[2],conv2,0.9399999976158142
524,54,[2],conv3,0.9120000004768372
525,55,"[0, 1, 2]",conv1,0.9520000219345093
526,55,"[0, 1, 2]",conv2,0.9549999833106995
527,55,"[0, 1, 2]",conv3,0.9539999961853027
528,55,"[0, 1]",conv1,0.9440000057220459
529,55,"[0, 1]",conv2,0.9419999718666077
530,55,"[0, 1]",conv3,0.9340000152587891
531,55,"[0, 2]",conv1,0.9470000267028809
532,55,"[0, 2]",conv2,0.9620000123977661
533,55,"[0, 2]",conv3,0.9309999942779541
534,55,"[1, 2]",conv1,0.9449999928474426
535,55,"[1, 2]",conv2,0.9330000281333923
536,55,"[1, 2]",conv3,0.902999997138977
537,55,[0],conv1,0.9279999732971191
538,55,[0],conv2,0.9419999718666077
539,55,[0],conv3,0.9200000166893005
540,55,[1],conv1,0.9599999785423279
541,55,[1],conv2,0.9660000205039978
542,55,[1],conv3,0.9570000171661377
543,55,[2],conv1,0.9449999928474426
544,55,[2],conv2,0.9470000267028809
545,55,[2],conv3,0.9139999747276306
546,56,"[0, 1, 2]",conv1,0.9409999847412109
547,56,"[0, 1, 2]",conv2,0.9340000152587891
548,56,"[0, 1, 2]",conv3,0.9559999704360962
549,56,"[0, 1]",conv1,0.9240000247955322
550,56,"[0, 1]",conv2,0.9300000071525574
551,56,"[0, 1]",conv3,0.9269999861717224
552,56,"[0, 2]",conv1,0.9290000200271606
553,56,"[0, 2]",conv2,0.9309999942779541
554,56,"[0, 2]",conv3,0.9179999828338623
555,56,"[1, 2]",conv1,0.9330000281333923
556,56,"[1, 2]",conv2,0.9269999861717224
557,56,"[1, 2]",conv3,0.890999972820282
558,56,[0],conv1,0.9350000023841858
559,56,[0],conv2,0.9319999814033508
560,56,[0],conv3,0.8960000276565552
561,56,[1],conv1,0.9559999704360962
562,56,[1],conv2,0.9729999899864197
563,56,[1],conv3,0.9419999718666077
564,56,[2],conv1,0.9480000138282776
565,56,[2],conv2,0.9570000171661377
566,56,[2],conv3,0.9160000085830688
567,57,"[0, 1, 2]",conv1,0.949999988079071
568,57,"[0, 1, 2]",conv2,0.9480000138282776
569,57,"[0, 1, 2]",conv3,0.9490000009536743
570,57,"[0, 1]",conv1,0.9309999942779541
571,57,"[0, 1]",conv2,0.9160000085830688
572,57,"[0, 1]",conv3,0.9049999713897705
573,57,"[0, 2]",conv1,0.9350000023841858
574,57,"[0, 2]",conv2,0.9380000233650208
575,57,"[0, 2]",conv3,0.9240000247955322
576,57,"[1, 2]",conv1,0.9300000071525574
577,57,"[1, 2]",conv2,0.9279999732971191
578,57,"[1, 2]",conv3,0.9089999794960022
579,57,[0],conv1,0.9160000085830688
580,57,[0],conv2,0.9110000133514404
581,57,[0],conv3,0.8960000276565552
582,57,[1],conv1,0.972000002861023
583,57,[1],conv2,0.9599999785423279
584,57,[1],conv3,0.9559999704360962
585,57,[2],conv1,0.9419999718666077
586,57,[2],conv2,0.9440000057220459
587,57,[2],conv3,0.9330000281333923
588,58,"[0, 1, 2]",conv1,0.9509999752044678
589,58,"[0, 1, 2]",conv2,0.9509999752044678
590,58,"[0, 1, 2]",conv3,0.968999981880188
591,58,"[0, 1]",conv1,0.9330000281333923
592,58,"[0, 1]",conv2,0.9129999876022339
593,58,"[0, 1]",conv3,0.8999999761581421
594,58,"[0, 2]",conv1,0.9449999928474426
595,58,"[0, 2]",conv2,0.9470000267028809
596,58,"[0, 2]",conv3,0.9409999847412109
597,58,"[1, 2]",conv1,0.9350000023841858
598,58,"[1, 2]",conv2,0.9319999814033508
599,58,"[1, 2]",conv3,0.9079999923706055
600,58,[0],conv1,0.9459999799728394
