,model,variables,layer,accuracy
57,2,[1],conv1,0.9599999785423279
58,2,[1],conv2,0.9549999833106995
59,2,[1],conv3,0.9459999799728394
60,2,[2],conv1,0.9520000219345093
61,2,[2],conv2,0.9459999799728394
62,2,[2],conv3,0.9279999732971191
63,3,"[0, 1, 2]",conv1,0.949999988079071
64,3,"[0, 1, 2]",conv2,0.9639999866485596
65,3,"[0, 1, 2]",conv3,0.9409999847412109
66,3,"[0, 1]",conv1,0.9100000262260437
67,3,"[0, 1]",conv2,0.9300000071525574
68,3,"[0, 1]",conv3,0.8820000290870667
69,3,"[0, 2]",conv1,0.9459999799728394
70,3,"[0, 2]",conv2,0.9419999718666077
71,3,"[0, 2]",conv3,0.9070000052452087
72,3,"[1, 2]",conv1,0.9169999957084656
73,3,"[1, 2]",conv2,0.9169999957084656
74,3,"[1, 2]",conv3,0.8730000257492065
75,3,[0],conv1,0.9100000262260437
76,3,[0],conv2,0.9150000214576721
77,3,[0],conv3,0.9179999828338623
78,3,[1],conv1,0.9589999914169312
79,3,[1],conv2,0.9610000252723694
80,3,[1],conv3,0.9399999976158142
81,3,[2],conv1,0.9330000281333923
82,3,[2],conv2,0.9520000219345093
83,3,[2],conv3,0.8980000019073486
84,4,"[0, 1, 2]",conv1,0.9629999995231628
85,4,"[0, 1, 2]",conv2,0.953000009059906
86,4,"[0, 1, 2]",conv3,0.9480000138282776
87,4,"[0, 1]",conv1,0.9049999713897705
88,4,"[0, 1]",conv2,0.9390000104904175
89,4,"[0, 1]",conv3,0.8899999856948853
90,4,"[0, 2]",conv1,0.9449999928474426
91,4,"[0, 2]",conv2,0.9409999847412109
92,4,"[0, 2]",conv3,0.9269999861717224
93,4,"[1, 2]",conv1,0.9240000247955322
94,4,"[1, 2]",conv2,0.9350000023841858
95,4,"[1, 2]",conv3,0.9070000052452087
96,4,[0],conv1,0.9390000104904175
97,4,[0],conv2,0.9359999895095825
98,4,[0],conv3,0.9300000071525574
99,4,[1],conv1,0.9789999723434448
100,4,[1],conv2,0.9700000286102295
101,4,[1],conv3,0.9380000233650208
102,4,[2],conv1,0.9309999942779541
103,4,[2],conv2,0.9290000200271606
104,4,[2],conv3,0.8930000066757202
105,5,"[0, 1, 2]",conv1,0.9380000233650208
106,5,"[0, 1, 2]",conv2,0.9509999752044678
107,5,"[0, 1, 2]",conv3,0.9549999833106995
108,5,"[0, 1]",conv1,0.9359999895095825
109,5,"[0, 1]",conv2,0.9380000233650208
110,5,"[0, 1]",conv3,0.921999990940094
111,5,"[0, 2]",conv1,0.9319999814033508
112,5,"[0, 2]",conv2,0.925000011920929
113,5,"[0, 2]",conv3,0.9049999713897705
114,5,"[1, 2]",conv1,0.9309999942779541
115,5,"[1, 2]",conv2,0.9300000071525574
116,5,"[1, 2]",conv3,0.8870000243186951
117,5,[0],conv1,0.9079999923706055
118,5,[0],conv2,0.8989999890327454
119,5,[0],conv3,0.8809999823570251
120,5,[1],conv1,0.9629999995231628
121,5,[1],conv2,0.9570000171661377
122,5,[1],conv3,0.9350000023841858
123,5,[2],conv1,0.9470000267028809
124,5,[2],conv2,0.9390000104904175
125,5,[2],conv3,0.9160000085830688
126,6,"[0, 1, 2]",conv1,0.9409999847412109
127,6,"[0, 1, 2]",conv2,0.9440000057220459
128,6,"[0, 1, 2]",conv3,0.9430000185966492
129,6,"[0, 1]",conv1,0.9390000104904175
130,6,"[0, 1]",conv2,0.9440000057220459
131,6,"[0, 1]",conv3,0.9120000004768372
132,6,"[0, 2]",conv1,0.9259999990463257
133,6,"[0, 2]",conv2,0.9359999895095825
134,6,"[0, 2]",conv3,0.9210000038146973
135,6,"[1, 2]",conv1,0.9240000247955322
136,6,"[1, 2]",conv2,0.9200000166893005
137,6,"[1, 2]",conv3,0.8939999938011169
138,6,[0],conv1,0.9110000133514404
139,6,[0],conv2,0.9309999942779541
140,6,[0],conv3,0.902999997138977
141,6,[1],conv1,0.9639999866485596
142,6,[1],conv2,0.9440000057220459
143,6,[1],conv3,0.949999988079071
144,6,[2],conv1,0.9279999732971191
145,6,[2],conv2,0.9290000200271606
146,6,[2],conv3,0.8989999890327454
147,7,"[0, 1, 2]",conv1,0.9580000042915344
148,7,"[0, 1, 2]",conv2,0.9570000171661377
149,7,"[0, 1, 2]",conv3,0.9620000123977661
150,7,"[0, 1]",conv1,0.9210000038146973
151,7,"[0, 1]",conv2,0.9200000166893005
152,7,"[0, 1]",conv3,0.9049999713897705
153,7,"[0, 2]",conv1,0.9559999704360962
154,7,"[0, 2]",conv2,0.9480000138282776
155,7,"[0, 2]",conv3,0.9380000233650208
156,7,"[1, 2]",conv1,0.9300000071525574
157,7,"[1, 2]",conv2,0.9359999895095825
158,7,"[1, 2]",conv3,0.902999997138977
159,7,[0],conv1,0.9129999876022339
160,7,[0],conv2,0.9369999766349792
161,7,[0],conv3,0.9229999780654907
162,7,[1],conv1,0.9639999866485596
163,7,[1],conv2,0.9629999995231628
164,7,[1],conv3,0.9570000171661377
165,7,[2],conv1,0.9300000071525574
166,7,[2],conv2,0.9269999861717224
167,7,[2],conv3,0.9020000100135803
168,8,"[0, 1, 2]",conv1,0.9340000152587891
169,8,"[0, 1, 2]",conv2,0.9440000057220459
170,8,"[0, 1, 2]",conv3,0.9359999895095825
171,8,"[0, 1]",conv1,0.9210000038146973
172,8,"[0, 1]",conv2,0.9290000200271606
173,8,"[0, 1]",conv3,0.9120000004768372
174,8,"[0, 2]",conv1,0.9279999732971191
175,8,"[0, 2]",conv2,0.9240000247955322
176,8,"[0, 2]",conv3,0.906000018119812
177,8,"[1, 2]",conv1,0.9409999847412109
178,8,"[1, 2]",conv2,0.9330000281333923
179,8,"[1, 2]",conv3,0.878000020980835
180,8,[0],conv1,0.9089999794960022
181,8,[0],conv2,0.9070000052452087
182,8,[0],conv3,0.8949999809265137
183,8,[1],conv1,0.9430000185966492
184,8,[1],conv2,0.9490000009536743
185,8,[1],conv3,0.9399999976158142
186,8,[2],conv1,0.949999988079071
187,8,[2],conv2,0.9559999704360962
188,8,[2],conv3,0.9350000023841858
189,9,"[0, 1, 2]",conv1,0.9340000152587891
190,9,"[0, 1, 2]",conv2,0.9440000057220459
191,9,"[0, 1, 2]",conv3,0.949999988079071
192,9,"[0, 1]",conv1,0.9269999861717224
193,9,"[0, 1]",conv2,0.9300000071525574
194,9,"[0, 1]",conv3,0.8820000290870667
195,9,"[0, 2]",conv1,0.9350000023841858
196,9,"[0, 2]",conv2,0.9300000071525574
197,9,"[0, 2]",conv3,0.9290000200271606
198,9,"[1, 2]",conv1,0.9359999895095825
199,9,"[1, 2]",conv2,0.921999990940094
200,9,"[1, 2]",conv3,0.8989999890327454
201,9,[0],conv1,0.9210000038146973
202,9,[0],conv2,0.9229999780654907
203,9,[0],conv3,0.9079999923706055
204,9,[1],conv1,0.9490000009536743
205,9,[1],conv2,0.9620000123977661
206,9,[1],conv3,0.9449999928474426
207,9,[2],conv1,0.9390000104904175
208,9,[2],conv2,0.9399999976158142
209,9,[2],conv3,0.9039999842643738
210,10,"[0, 1, 2]",conv1,0.9480000138282776
211,10,"[0, 1, 2]",conv2,0.9589999914169312
212,10,"[0, 1, 2]",conv3,0.9599999785423279
213,10,"[0, 1]",conv1,0.9129999876022339
214,10,"[0, 1]",conv2,0.9169999957084656
215,10,"[0, 1]",conv3,0.9070000052452087
216,10,"[0, 2]",conv1,0.9449999928474426
217,10,"[0, 2]",conv2,0.9390000104904175
218,10,"[0, 2]",conv3,0.9390000104904175
219,10,"[1, 2]",conv1,0.9330000281333923
220,10,"[1, 2]",conv2,0.9150000214576721
221,10,"[1, 2]",conv3,0.902999997138977
222,10,[0],conv1,0.925000011920929
223,10,[0],conv2,0.9290000200271606
224,10,[0],conv3,0.9089999794960022
225,10,[1],conv1,0.9629999995231628
226,10,[1],conv2,0.968999981880188
227,10,[1],conv3,0.9480000138282776
228,10,[2],conv1,0.9229999780654907
229,10,[2],conv2,0.9290000200271606
230,10,[2],conv3,0.9120000004768372
231,11,"[0, 1, 2]",conv1,0.9229999780654907
232,11,"[0, 1, 2]",conv2,0.9559999704360962
233,11,"[0, 1, 2]",conv3,0.9430000185966492
234,11,"[0, 1]",conv1,0.9319999814033508
235,11,"[0, 1]",conv2,0.9290000200271606
236,11,"[0, 1]",conv3,0.9160000085830688
237,11,"[0, 2]",conv1,0.9440000057220459
238,11,"[0, 2]",conv2,0.9330000281333923
239,11,"[0, 2]",conv3,0.9089999794960022
240,11,"[1, 2]",conv1,0.9319999814033508
241,11,"[1, 2]",conv2,0.9229999780654907
242,11,"[1, 2]",conv3,0.8799999952316284
243,11,[0],conv1,0.9160000085830688
244,11,[0],conv2,0.9200000166893005
245,11,[0],conv3,0.8859999775886536
246,11,[1],conv1,0.949999988079071
247,11,[1],conv2,0.9660000205039978
248,11,[1],conv3,0.9340000152587891
249,11,[2],conv1,0.9459999799728394
250,11,[2],conv2,0.9449999928474426
251,11,[2],conv3,0.9319999814033508
252,12,"[0, 1, 2]",conv1,0.949999988079071
253,12,"[0, 1, 2]",conv2,0.9549999833106995
254,12,"[0, 1, 2]",conv3,0.9539999961853027
255,12,"[0, 1]",conv1,0.9369999766349792
256,12,"[0, 1]",conv2,0.9210000038146973
257,12,"[0, 1]",conv3,0.8949999809265137
258,12,"[0, 2]",conv1,0.9470000267028809
259,12,"[0, 2]",conv2,0.9269999861717224
260,12,"[0, 2]",conv3,0.9200000166893005
261,12,"[1, 2]",conv1,0.9259999990463257
262,12,"[1, 2]",conv2,0.9359999895095825
263,12,"[1, 2]",conv3,0.8840000033378601
264,12,[0],conv1,0.9210000038146973
265,12,[0],conv2,0.9129999876022339
266,12,[0],conv3,0.9120000004768372
267,12,[1],conv1,0.9639999866485596
268,12,[1],conv2,0.9570000171661377
269,12,[1],conv3,0.9440000057220459
270,12,[2],conv1,0.9309999942779541
271,12,[2],conv2,0.9340000152587891
272,12,[2],conv3,0.9139999747276306
273,13,"[0, 1, 2]",conv1,0.9480000138282776
274,13,"[0, 1, 2]",conv2,0.953000009059906
275,13,"[0, 1, 2]",conv3,0.9649999737739563
276,13,"[0, 1]",conv1,0.9279999732971191
277,13,"[0, 1]",conv2,0.9309999942779541
278,13,"[0, 1]",conv3,0.8949999809265137
279,13,"[0, 2]",conv1,0.9449999928474426
280,13,"[0, 2]",conv2,0.9409999847412109
281,13,"[0, 2]",conv3,0.9340000152587891
282,13,"[1, 2]",conv1,0.9380000233650208
283,13,"[1, 2]",conv2,0.9139999747276306
284,13,"[1, 2]",conv3,0.9100000262260437
285,13,[0],conv1,0.9340000152587891
286,13,[0],conv2,0.9229999780654907
287,13,[0],conv3,0.9190000295639038
288,13,[1],conv1,0.9649999737739563
289,13,[1],conv2,0.9589999914169312
290,13,[1],conv3,0.9419999718666077
291,13,[2],conv1,0.9419999718666077
292,13,[2],conv2,0.9290000200271606
293,13,[2],conv3,0.8930000066757202
294,14,"[0, 1, 2]",conv1,0.9440000057220459
295,14,"[0, 1, 2]",conv2,0.9580000042915344
296,14,"[0, 1, 2]",conv3,0.9490000009536743
297,14,"[0, 1]",conv1,0.9409999847412109
298,14,"[0, 1]",conv2,0.9319999814033508
299,14,"[0, 1]",conv3,0.9139999747276306
300,14,"[0, 2]",conv1,0.9459999799728394
301,14,"[0, 2]",conv2,0.9359999895095825
302,14,"[0, 2]",conv3,0.9100000262260437
303,14,"[1, 2]",conv1,0.9419999718666077
304,14,"[1, 2]",conv2,0.9340000152587891
305,14,"[1, 2]",conv3,0.9089999794960022
306,14,[0],conv1,0.9120000004768372
307,14,[0],conv2,0.9010000228881836
308,14,[0],conv3,0.8859999775886536
309,14,[1],conv1,0.9520000219345093
310,14,[1],conv2,0.9459999799728394
311,14,[1],conv3,0.9229999780654907
312,14,[2],conv1,0.953000009059906
313,14,[2],conv2,0.9459999799728394
314,14,[2],conv3,0.9210000038146973
315,15,"[0, 1, 2]",conv1,0.921999990940094
316,15,"[0, 1, 2]",conv2,0.953000009059906
317,15,"[0, 1, 2]",conv3,0.9679999947547913
318,15,"[0, 1]",conv1,0.9210000038146973
319,15,"[0, 1]",conv2,0.9300000071525574
320,15,"[0, 1]",conv3,0.890999972820282
321,15,"[0, 2]",conv1,0.9330000281333923
322,15,"[0, 2]",conv2,0.9359999895095825
323,15,"[0, 2]",conv3,0.9039999842643738
324,15,"[1, 2]",conv1,0.9229999780654907
325,15,"[1, 2]",conv2,0.9210000038146973
326,15,"[1, 2]",conv3,0.8999999761581421
327,15,[0],conv1,0.9070000052452087
328,15,[0],conv2,0.9139999747276306
329,15,[0],conv3,0.8989999890327454
330,15,[1],conv1,0.9589999914169312
331,15,[1],conv2,0.9549999833106995
332,15,[1],conv3,0.9269999861717224
333,15,[2],conv1,0.9369999766349792
334,15,[2],conv2,0.9279999732971191
335,15,[2],conv3,0.8920000195503235
336,16,"[0, 1, 2]",conv1,0.953000009059906
337,16,"[0, 1, 2]",conv2,0.9610000252723694
338,16,"[0, 1, 2]",conv3,0.9539999961853027
339,16,"[0, 1]",conv1,0.9150000214576721
340,16,"[0, 1]",conv2,0.9350000023841858
341,16,"[0, 1]",conv3,0.8970000147819519
342,16,"[0, 2]",conv1,0.9470000267028809
343,16,"[0, 2]",conv2,0.9509999752044678
344,16,"[0, 2]",conv3,0.9390000104904175
345,16,"[1, 2]",conv1,0.9229999780654907
346,16,"[1, 2]",conv2,0.9340000152587891
347,16,"[1, 2]",conv3,0.902999997138977
348,16,[0],conv1,0.9380000233650208
349,16,[0],conv2,0.9330000281333923
350,16,[0],conv3,0.9309999942779541
351,16,[1],conv1,0.9559999704360962
352,16,[1],conv2,0.9580000042915344
353,16,[1],conv3,0.9520000219345093
354,16,[2],conv1,0.9200000166893005
355,16,[2],conv2,0.9279999732971191
356,16,[2],conv3,0.8939999938011169
357,17,"[0, 1, 2]",conv1,0.9480000138282776
358,17,"[0, 1, 2]",conv2,0.9520000219345093
359,17,"[0, 1, 2]",conv3,0.9520000219345093
360,17,"[0, 1]",conv1,0.9369999766349792
361,17,"[0, 1]",conv2,0.9440000057220459
362,17,"[0, 1]",conv3,0.9190000295639038
363,17,"[0, 2]",conv1,0.9139999747276306
364,17,"[0, 2]",conv2,0.9419999718666077
365,17,"[0, 2]",conv3,0.9210000038146973
366,17,"[1, 2]",conv1,0.9380000233650208
367,17,"[1, 2]",conv2,0.9300000071525574
368,17,"[1, 2]",conv3,0.9120000004768372
369,17,[0],conv1,0.8960000276565552
370,17,[0],conv2,0.9079999923706055
371,17,[0],conv3,0.8830000162124634
372,17,[1],conv1,0.9639999866485596
373,17,[1],conv2,0.9620000123977661
374,17,[1],conv3,0.9559999704360962
375,17,[2],conv1,0.9440000057220459
376,17,[2],conv2,0.9570000171661377
377,17,[2],conv3,0.9190000295639038
378,18,"[0, 1, 2]",conv1,0.9340000152587891
379,18,"[0, 1, 2]",conv2,0.953000009059906
380,18,"[0, 1, 2]",conv3,0.9570000171661377
381,18,"[0, 1]",conv1,0.9359999895095825
382,18,"[0, 1]",conv2,0.9319999814033508
383,18,"[0, 1]",conv3,0.9190000295639038
384,18,"[0, 2]",conv1,0.9419999718666077
385,18,"[0, 2]",conv2,0.9490000009536743
386,18,"[0, 2]",conv3,0.9160000085830688
387,18,"[1, 2]",conv1,0.9240000247955322
388,18,"[1, 2]",conv2,0.9380000233650208
389,18,"[1, 2]",conv3,0.9190000295639038
390,18,[0],conv1,0.9110000133514404
391,18,[0],conv2,0.9160000085830688
392,18,[0],conv3,0.9020000100135803
393,18,[1],conv1,0.953000009059906
394,18,[1],conv2,0.9589999914169312
395,18,[1],conv3,0.9559999704360962
396,18,[2],conv1,0.9350000023841858
397,18,[2],conv2,0.9350000023841858
398,18,[2],conv3,0.8980000019073486
399,19,"[0, 1, 2]",conv1,0.9470000267028809
400,19,"[0, 1, 2]",conv2,0.9509999752044678
401,19,"[0, 1, 2]",conv3,0.9580000042915344
402,19,"[0, 1]",conv1,0.921999990940094
403,19,"[0, 1]",conv2,0.9340000152587891
404,19,"[0, 1]",conv3,0.9169999957084656
405,19,"[0, 2]",conv1,0.949999988079071
406,19,"[0, 2]",conv2,0.953000009059906
407,19,"[0, 2]",conv3,0.9520000219345093
408,19,"[1, 2]",conv1,0.9440000057220459
409,19,"[1, 2]",conv2,0.9359999895095825
410,19,"[1, 2]",conv3,0.9169999957084656
411,19,[0],conv1,0.9330000281333923
412,19,[0],conv2,0.9399999976158142
413,19,[0],conv3,0.9319999814033508
414,19,[1],conv1,0.9610000252723694
415,19,[1],conv2,0.9580000042915344
416,19,[1],conv3,0.9520000219345093
417,19,[2],conv1,0.9359999895095825
418,19,[2],conv2,0.9309999942779541
419,19,[2],conv3,0.8960000276565552
420,20,"[0, 1, 2]",conv1,0.949999988079071
421,20,"[0, 1, 2]",conv2,0.9549999833106995
422,20,"[0, 1, 2]",conv3,0.9419999718666077
423,20,"[0, 1]",conv1,0.9319999814033508
424,20,"[0, 1]",conv2,0.9399999976158142
425,20,"[0, 1]",conv3,0.9100000262260437
426,20,"[0, 2]",conv1,0.9259999990463257
427,20,"[0, 2]",conv2,0.9330000281333923
428,20,"[0, 2]",conv3,0.9039999842643738
429,20,"[1, 2]",conv1,0.9300000071525574
430,20,"[1, 2]",conv2,0.9279999732971191
431,20,"[1, 2]",conv3,0.8889999985694885
432,20,[0],conv1,0.9070000052452087
433,20,[0],conv2,0.9190000295639038
434,20,[0],conv3,0.8740000128746033
435,20,[1],conv1,0.9589999914169312
436,20,[1],conv2,0.9649999737739563
437,20,[1],conv3,0.9290000200271606
438,20,[2],conv1,0.9419999718666077
439,20,[2],conv2,0.9490000009536743
440,20,[2],conv3,0.9079999923706055
441,21,"[0, 1, 2]",conv1,0.9470000267028809
442,21,"[0, 1, 2]",conv2,0.968999981880188
443,21,"[0, 1, 2]",conv3,0.9559999704360962
444,21,"[0, 1]",conv1,0.9039999842643738
445,21,"[0, 1]",conv2,0.9210000038146973
446,21,"[0, 1]",conv3,0.8949999809265137
447,21,"[0, 2]",conv1,0.9279999732971191
448,21,"[0, 2]",conv2,0.9319999814033508
449,21,"[0, 2]",conv3,0.9300000071525574
450,21,"[1, 2]",conv1,0.906000018119812
451,21,"[1, 2]",conv2,0.8920000195503235
452,21,"[1, 2]",conv3,0.8769999742507935
453,21,[0],conv1,0.9160000085830688
454,21,[0],conv2,0.8999999761581421
455,21,[0],conv3,0.8700000047683716
456,21,[1],conv1,0.9419999718666077
457,21,[1],conv2,0.9620000123977661
458,21,[1],conv3,0.9399999976158142
459,21,[2],conv1,0.9509999752044678
460,21,[2],conv2,0.9399999976158142
461,21,[2],conv3,0.9049999713897705
462,22,"[0, 1, 2]",conv1,0.9580000042915344
463,22,"[0, 1, 2]",conv2,0.9490000009536743
464,22,"[0, 1, 2]",conv3,0.9629999995231628
465,22,"[0, 1]",conv1,0.9210000038146973
466,22,"[0, 1]",conv2,0.9300000071525574
467,22,"[0, 1]",conv3,0.9169999957084656
468,22,"[0, 2]",conv1,0.9309999942779541
469,22,"[0, 2]",conv2,0.9409999847412109
470,22,"[0, 2]",conv3,0.9160000085830688
471,22,"[1, 2]",conv1,0.9290000200271606
472,22,"[1, 2]",conv2,0.9160000085830688
473,22,"[1, 2]",conv3,0.8980000019073486
474,22,[0],conv1,0.9350000023841858
475,22,[0],conv2,0.9300000071525574
476,22,[0],conv3,0.9240000247955322
477,22,[1],conv1,0.9660000205039978
478,22,[1],conv2,0.9589999914169312
479,22,[1],conv3,0.9480000138282776
480,22,[2],conv1,0.921999990940094
481,22,[2],conv2,0.9300000071525574
482,22,[2],conv3,0.8949999809265137
483,23,"[0, 1, 2]",conv1,0.9300000071525574
484,23,"[0, 1, 2]",conv2,0.9490000009536743
485,23,"[0, 1, 2]",conv3,0.9539999961853027
486,23,"[0, 1]",conv1,0.9070000052452087
487,23,"[0, 1]",conv2,0.9229999780654907
488,23,"[0, 1]",conv3,0.9200000166893005
489,23,"[0, 2]",conv1,0.9350000023841858
490,23,"[0, 2]",conv2,0.9210000038146973
491,23,"[0, 2]",conv3,0.8960000276565552
492,23,"[1, 2]",conv1,0.8999999761581421
493,23,"[1, 2]",conv2,0.9229999780654907
494,23,"[1, 2]",conv3,0.8849999904632568
495,23,[0],conv1,0.9049999713897705
496,23,[0],conv2,0.8899999856948853
497,23,[0],conv3,0.8859999775886536
498,23,[1],conv1,0.9649999737739563
499,23,[1],conv2,0.9520000219345093
500,23,[1],conv3,0.9259999990463257
501,23,[2],conv1,0.9399999976158142
502,23,[2],conv2,0.9369999766349792
503,23,[2],conv3,0.921999990940094
504,24,"[0, 1, 2]",conv1,0.9419999718666077
505,24,"[0, 1, 2]",conv2,0.9589999914169312
506,24,"[0, 1, 2]",conv3,0.9629999995231628
507,24,"[0, 1]",conv1,0.9279999732971191
508,24,"[0, 1]",conv2,0.9350000023841858
509,24,"[0, 1]",conv3,0.9049999713897705
510,24,"[0, 2]",conv1,0.9509999752044678
511,24,"[0, 2]",conv2,0.9409999847412109
512,24,"[0, 2]",conv3,0.9169999957084656
513,24,"[1, 2]",conv1,0.9210000038146973
514,24,"[1, 2]",conv2,0.9139999747276306
515,24,"[1, 2]",conv3,0.8840000033378601
516,24,[0],conv1,0.9169999957084656
517,24,[0],conv2,0.9190000295639038
518,24,[0],conv3,0.8889999985694885
519,24,[1],conv1,0.968999981880188
520,24,[1],conv2,0.9559999704360962
521,24,[1],conv3,0.9229999780654907
522,24,[2],conv1,0.9330000281333923
523,24,[2],conv2,0.9259999990463257
524,24,[2],conv3,0.9049999713897705
525,25,"[0, 1, 2]",conv1,0.9509999752044678
526,25,"[0, 1, 2]",conv2,0.9480000138282776
527,25,"[0, 1, 2]",conv3,0.9520000219345093
528,25,"[0, 1]",conv1,0.9480000138282776
529,25,"[0, 1]",conv2,0.9200000166893005
530,25,"[0, 1]",conv3,0.9240000247955322
531,25,"[0, 2]",conv1,0.9520000219345093
532,25,"[0, 2]",conv2,0.9559999704360962
533,25,"[0, 2]",conv3,0.9319999814033508
534,25,"[1, 2]",conv1,0.9459999799728394
535,25,"[1, 2]",conv2,0.9380000233650208
536,25,"[1, 2]",conv3,0.906000018119812
537,25,[0],conv1,0.9259999990463257
538,25,[0],conv2,0.9430000185966492
539,25,[0],conv3,0.9169999957084656
540,25,[1],conv1,0.9610000252723694
541,25,[1],conv2,0.9449999928474426
542,25,[1],conv3,0.9539999961853027
543,25,[2],conv1,0.9440000057220459
544,25,[2],conv2,0.9340000152587891
545,25,[2],conv3,0.9070000052452087
546,26,"[0, 1, 2]",conv1,0.9459999799728394
547,26,"[0, 1, 2]",conv2,0.9330000281333923
548,26,"[0, 1, 2]",conv3,0.9639999866485596
549,26,"[0, 1]",conv1,0.9319999814033508
550,26,"[0, 1]",conv2,0.9359999895095825
551,26,"[0, 1]",conv3,0.9190000295639038
552,26,"[0, 2]",conv1,0.9279999732971191
553,26,"[0, 2]",conv2,0.9290000200271606
554,26,"[0, 2]",conv3,0.9190000295639038
555,26,"[1, 2]",conv1,0.9259999990463257
556,26,"[1, 2]",conv2,0.9359999895095825
557,26,"[1, 2]",conv3,0.8849999904632568
558,26,[0],conv1,0.9290000200271606
559,26,[0],conv2,0.906000018119812
560,26,[0],conv3,0.8880000114440918
561,26,[1],conv1,0.9610000252723694
562,26,[1],conv2,0.9570000171661377
563,26,[1],conv3,0.9240000247955322
564,26,[2],conv1,0.9490000009536743
565,26,[2],conv2,0.949999988079071
566,26,[2],conv3,0.9179999828338623
567,27,"[0, 1, 2]",conv1,0.9430000185966492
568,27,"[0, 1, 2]",conv2,0.9470000267028809
569,27,"[0, 1, 2]",conv3,0.949999988079071
570,27,"[0, 1]",conv1,0.9319999814033508
571,27,"[0, 1]",conv2,0.9169999957084656
572,27,"[0, 1]",conv3,0.9020000100135803
573,27,"[0, 2]",conv1,0.9470000267028809
574,27,"[0, 2]",conv2,0.9390000104904175
575,27,"[0, 2]",conv3,0.9079999923706055
576,27,"[1, 2]",conv1,0.9350000023841858
577,27,"[1, 2]",conv2,0.9259999990463257
578,27,"[1, 2]",conv3,0.8889999985694885
579,27,[0],conv1,0.9240000247955322
580,27,[0],conv2,0.9100000262260437
581,27,[0],conv3,0.8970000147819519
582,27,[1],conv1,0.9710000157356262
583,27,[1],conv2,0.9580000042915344
584,27,[1],conv3,0.9470000267028809
585,27,[2],conv1,0.9399999976158142
586,27,[2],conv2,0.9309999942779541
587,27,[2],conv3,0.9120000004768372
588,28,"[0, 1, 2]",conv1,0.9470000267028809
589,28,"[0, 1, 2]",conv2,0.9509999752044678
590,28,"[0, 1, 2]",conv3,0.9679999947547913
591,28,"[0, 1]",conv1,0.9240000247955322
592,28,"[0, 1]",conv2,0.9179999828338623
593,28,"[0, 1]",conv3,0.8930000066757202
594,28,"[0, 2]",conv1,0.9409999847412109
595,28,"[0, 2]",conv2,0.9520000219345093
596,28,"[0, 2]",conv3,0.9330000281333923
597,28,"[1, 2]",conv1,0.921999990940094
598,28,"[1, 2]",conv2,0.9279999732971191
599,28,"[1, 2]",conv3,0.9070000052452087
