,model,variables,layer,accuracy
599,58,"[1, 2]",conv3,0.9190000295639038
600,58,[0],conv1,0.9419999718666077
601,58,[0],conv2,0.9459999799728394
602,58,[0],conv3,0.9190000295639038
603,58,[1],conv1,0.9679999947547913
604,58,[1],conv2,0.9570000171661377
605,58,[1],conv3,0.9449999928474426
606,58,[2],conv1,0.9359999895095825
607,58,[2],conv2,0.9399999976158142
608,58,[2],conv3,0.906000018119812
609,59,"[0, 1, 2]",conv1,0.9440000057220459
610,59,"[0, 1, 2]",conv2,0.953000009059906
611,59,"[0, 1, 2]",conv3,0.9369999766349792
612,59,"[0, 1]",conv1,0.9470000267028809
613,59,"[0, 1]",conv2,0.9480000138282776
614,59,"[0, 1]",conv3,0.9240000247955322
615,59,"[0, 2]",conv1,0.9300000071525574
616,59,"[0, 2]",conv2,0.9309999942779541
617,59,"[0, 2]",conv3,0.9430000185966492
618,59,"[1, 2]",conv1,0.925000011920929
619,59,"[1, 2]",conv2,0.9390000104904175
620,59,"[1, 2]",conv3,0.9210000038146973
621,59,[0],conv1,0.9279999732971191
622,59,[0],conv2,0.9259999990463257
623,59,[0],conv3,0.8960000276565552
624,59,[1],conv1,0.9419999718666077
625,59,[1],conv2,0.9520000219345093
626,59,[1],conv3,0.9520000219345093
627,59,[2],conv1,0.9440000057220459
628,59,[2],conv2,0.9599999785423279
629,59,[2],conv3,0.9380000233650208
