,model,variables,layer,accuracy
146,36,[2],conv3,0.9079999923706055
147,37,"[0, 1, 2]",conv1,0.9559999704360962
148,37,"[0, 1, 2]",conv2,0.9559999704360962
149,37,"[0, 1, 2]",conv3,0.9670000076293945
150,37,"[0, 1]",conv1,0.9309999942779541
151,37,"[0, 1]",conv2,0.9440000057220459
152,37,"[0, 1]",conv3,0.921999990940094
153,37,"[0, 2]",conv1,0.9570000171661377
154,37,"[0, 2]",conv2,0.9580000042915344
155,37,"[0, 2]",conv3,0.9390000104904175
156,37,"[1, 2]",conv1,0.906000018119812
157,37,"[1, 2]",conv2,0.9430000185966492
158,37,"[1, 2]",conv3,0.9240000247955322
159,37,[0],conv1,0.9229999780654907
160,37,[0],conv2,0.9409999847412109
161,37,[0],conv3,0.9330000281333923
162,37,[1],conv1,0.9649999737739563
163,37,[1],conv2,0.9660000205039978
164,37,[1],conv3,0.9520000219345093
165,37,[2],conv1,0.9459999799728394
166,37,[2],conv2,0.9330000281333923
167,37,[2],conv3,0.9179999828338623
168,38,"[0, 1, 2]",conv1,0.9580000042915344
169,38,"[0, 1, 2]",conv2,0.9409999847412109
170,38,"[0, 1, 2]",conv3,0.9610000252723694
171,38,"[0, 1]",conv1,0.9380000233650208
172,38,"[0, 1]",conv2,0.9449999928474426
173,38,"[0, 1]",conv3,0.9419999718666077
174,38,"[0, 2]",conv1,0.9399999976158142
175,38,"[0, 2]",conv2,0.9449999928474426
176,38,"[0, 2]",conv3,0.9409999847412109
177,38,"[1, 2]",conv1,0.9369999766349792
178,38,"[1, 2]",conv2,0.9470000267028809
179,38,"[1, 2]",conv3,0.9039999842643738
180,38,[0],conv1,0.921999990940094
181,38,[0],conv2,0.9390000104904175
182,38,[0],conv3,0.9139999747276306
183,38,[1],conv1,0.9430000185966492
184,38,[1],conv2,0.9470000267028809
185,38,[1],conv3,0.9399999976158142
186,38,[2],conv1,0.9449999928474426
187,38,[2],conv2,0.9549999833106995
188,38,[2],conv3,0.9340000152587891
189,39,"[0, 1, 2]",conv1,0.9269999861717224
190,39,"[0, 1, 2]",conv2,0.9539999961853027
191,39,"[0, 1, 2]",conv3,0.9629999995231628
192,39,"[0, 1]",conv1,0.9279999732971191
193,39,"[0, 1]",conv2,0.9309999942779541
194,39,"[0, 1]",conv3,0.9179999828338623
195,39,"[0, 2]",conv1,0.9369999766349792
196,39,"[0, 2]",conv2,0.9409999847412109
197,39,"[0, 2]",conv3,0.9319999814033508
198,39,"[1, 2]",conv1,0.9390000104904175
199,39,"[1, 2]",conv2,0.9350000023841858
200,39,"[1, 2]",conv3,0.9129999876022339
201,39,[0],conv1,0.9210000038146973
202,39,[0],conv2,0.9269999861717224
203,39,[0],conv3,0.9229999780654907
204,39,[1],conv1,0.9430000185966492
205,39,[1],conv2,0.9570000171661377
206,39,[1],conv3,0.9570000171661377
207,39,[2],conv1,0.9419999718666077
208,39,[2],conv2,0.9290000200271606
209,39,[2],conv3,0.9120000004768372
210,40,"[0, 1, 2]",conv1,0.953000009059906
211,40,"[0, 1, 2]",conv2,0.9620000123977661
212,40,"[0, 1, 2]",conv3,0.9769999980926514
213,40,"[0, 1]",conv1,0.9210000038146973
214,40,"[0, 1]",conv2,0.9319999814033508
215,40,"[0, 1]",conv3,0.9179999828338623
216,40,"[0, 2]",conv1,0.9409999847412109
217,40,"[0, 2]",conv2,0.9520000219345093
218,40,"[0, 2]",conv3,0.9359999895095825
219,40,"[1, 2]",conv1,0.9229999780654907
220,40,"[1, 2]",conv2,0.9200000166893005
221,40,"[1, 2]",conv3,0.9269999861717224
222,40,[0],conv1,0.9279999732971191
223,40,[0],conv2,0.9200000166893005
224,40,[0],conv3,0.921999990940094
225,40,[1],conv1,0.9539999961853027
226,40,[1],conv2,0.9599999785423279
227,40,[1],conv3,0.9480000138282776
228,40,[2],conv1,0.9269999861717224
229,40,[2],conv2,0.9309999942779541
230,40,[2],conv3,0.9350000023841858
231,41,"[0, 1, 2]",conv1,0.9319999814033508
232,41,"[0, 1, 2]",conv2,0.9580000042915344
233,41,"[0, 1, 2]",conv3,0.9610000252723694
234,41,"[0, 1]",conv1,0.9309999942779541
235,41,"[0, 1]",conv2,0.9449999928474426
236,41,"[0, 1]",conv3,0.9419999718666077
237,41,"[0, 2]",conv1,0.9390000104904175
238,41,"[0, 2]",conv2,0.949999988079071
239,41,"[0, 2]",conv3,0.9279999732971191
240,41,"[1, 2]",conv1,0.9160000085830688
241,41,"[1, 2]",conv2,0.9319999814033508
242,41,"[1, 2]",conv3,0.8930000066757202
243,41,[0],conv1,0.9160000085830688
244,41,[0],conv2,0.9200000166893005
245,41,[0],conv3,0.8889999985694885
246,41,[1],conv1,0.9419999718666077
247,41,[1],conv2,0.9559999704360962
248,41,[1],conv3,0.9369999766349792
249,41,[2],conv1,0.9559999704360962
250,41,[2],conv2,0.9459999799728394
251,41,[2],conv3,0.9359999895095825
252,42,"[0, 1, 2]",conv1,0.9380000233650208
253,42,"[0, 1, 2]",conv2,0.9570000171661377
254,42,"[0, 1, 2]",conv3,0.9599999785423279
255,42,"[0, 1]",conv1,0.9259999990463257
256,42,"[0, 1]",conv2,0.9350000023841858
257,42,"[0, 1]",conv3,0.9229999780654907
258,42,"[0, 2]",conv1,0.9620000123977661
259,42,"[0, 2]",conv2,0.9449999928474426
260,42,"[0, 2]",conv3,0.9340000152587891
261,42,"[1, 2]",conv1,0.9380000233650208
262,42,"[1, 2]",conv2,0.9290000200271606
263,42,"[1, 2]",conv3,0.9079999923706055
264,42,[0],conv1,0.9139999747276306
265,42,[0],conv2,0.925000011920929
266,42,[0],conv3,0.9279999732971191
267,42,[1],conv1,0.9509999752044678
268,42,[1],conv2,0.9539999961853027
269,42,[1],conv3,0.9480000138282776
270,42,[2],conv1,0.9300000071525574
271,42,[2],conv2,0.9399999976158142
272,42,[2],conv3,0.9120000004768372
273,43,"[0, 1, 2]",conv1,0.9419999718666077
274,43,"[0, 1, 2]",conv2,0.9589999914169312
275,43,"[0, 1, 2]",conv3,0.9739999771118164
276,43,"[0, 1]",conv1,0.921999990940094
277,43,"[0, 1]",conv2,0.9399999976158142
278,43,"[0, 1]",conv3,0.906000018119812
279,43,"[0, 2]",conv1,0.9459999799728394
280,43,"[0, 2]",conv2,0.9549999833106995
281,43,"[0, 2]",conv3,0.9399999976158142
282,43,"[1, 2]",conv1,0.9340000152587891
283,43,"[1, 2]",conv2,0.9459999799728394
284,43,"[1, 2]",conv3,0.925000011920929
285,43,[0],conv1,0.9269999861717224
286,43,[0],conv2,0.9409999847412109
287,43,[0],conv3,0.9290000200271606
288,43,[1],conv1,0.9549999833106995
289,43,[1],conv2,0.9559999704360962
290,43,[1],conv3,0.9490000009536743
291,43,[2],conv1,0.9670000076293945
292,43,[2],conv2,0.9430000185966492
293,43,[2],conv3,0.9110000133514404
294,44,"[0, 1, 2]",conv1,0.9419999718666077
295,44,"[0, 1, 2]",conv2,0.9559999704360962
296,44,"[0, 1, 2]",conv3,0.9509999752044678
297,44,"[0, 1]",conv1,0.9470000267028809
298,44,"[0, 1]",conv2,0.949999988079071
299,44,"[0, 1]",conv3,0.9449999928474426
300,44,"[0, 2]",conv1,0.9369999766349792
301,44,"[0, 2]",conv2,0.9359999895095825
302,44,"[0, 2]",conv3,0.9150000214576721
303,44,"[1, 2]",conv1,0.9419999718666077
304,44,"[1, 2]",conv2,0.9330000281333923
305,44,"[1, 2]",conv3,0.9290000200271606
306,44,[0],conv1,0.8970000147819519
307,44,[0],conv2,0.921999990940094
308,44,[0],conv3,0.8859999775886536
309,44,[1],conv1,0.9380000233650208
310,44,[1],conv2,0.9520000219345093
311,44,[1],conv3,0.9319999814033508
312,44,[2],conv1,0.9350000023841858
313,44,[2],conv2,0.9490000009536743
314,44,[2],conv3,0.9330000281333923
315,45,"[0, 1, 2]",conv1,0.9330000281333923
316,45,"[0, 1, 2]",conv2,0.9620000123977661
317,45,"[0, 1, 2]",conv3,0.9739999771118164
318,45,"[0, 1]",conv1,0.9309999942779541
319,45,"[0, 1]",conv2,0.9380000233650208
320,45,"[0, 1]",conv3,0.9210000038146973
321,45,"[0, 2]",conv1,0.9359999895095825
322,45,"[0, 2]",conv2,0.9539999961853027
323,45,"[0, 2]",conv3,0.9210000038146973
324,45,"[1, 2]",conv1,0.9300000071525574
325,45,"[1, 2]",conv2,0.9449999928474426
326,45,"[1, 2]",conv3,0.9100000262260437
327,45,[0],conv1,0.9269999861717224
328,45,[0],conv2,0.9340000152587891
329,45,[0],conv3,0.9169999957084656
330,45,[1],conv1,0.9470000267028809
331,45,[1],conv2,0.9610000252723694
332,45,[1],conv3,0.9179999828338623
333,45,[2],conv1,0.9300000071525574
334,45,[2],conv2,0.9470000267028809
335,45,[2],conv3,0.9049999713897705
336,46,"[0, 1, 2]",conv1,0.9589999914169312
337,46,"[0, 1, 2]",conv2,0.9589999914169312
338,46,"[0, 1, 2]",conv3,0.9559999704360962
339,46,"[0, 1]",conv1,0.9279999732971191
340,46,"[0, 1]",conv2,0.9399999976158142
341,46,"[0, 1]",conv3,0.9200000166893005
342,46,"[0, 2]",conv1,0.9520000219345093
343,46,"[0, 2]",conv2,0.9660000205039978
344,46,"[0, 2]",conv3,0.9509999752044678
345,46,"[1, 2]",conv1,0.9380000233650208
346,46,"[1, 2]",conv2,0.9430000185966492
347,46,"[1, 2]",conv3,0.9240000247955322
348,46,[0],conv1,0.9200000166893005
349,46,[0],conv2,0.9380000233650208
350,46,[0],conv3,0.925000011920929
351,46,[1],conv1,0.9559999704360962
352,46,[1],conv2,0.9599999785423279
353,46,[1],conv3,0.953000009059906
354,46,[2],conv1,0.9279999732971191
355,46,[2],conv2,0.9509999752044678
356,46,[2],conv3,0.9039999842643738
357,47,"[0, 1, 2]",conv1,0.9369999766349792
358,47,"[0, 1, 2]",conv2,0.972000002861023
359,47,"[0, 1, 2]",conv3,0.9570000171661377
360,47,"[0, 1]",conv1,0.9390000104904175
361,47,"[0, 1]",conv2,0.9430000185966492
362,47,"[0, 1]",conv3,0.9240000247955322
363,47,"[0, 2]",conv1,0.9160000085830688
364,47,"[0, 2]",conv2,0.9559999704360962
365,47,"[0, 2]",conv3,0.9399999976158142
366,47,"[1, 2]",conv1,0.9390000104904175
367,47,"[1, 2]",conv2,0.9319999814033508
368,47,"[1, 2]",conv3,0.9179999828338623
369,47,[0],conv1,0.9100000262260437
370,47,[0],conv2,0.9169999957084656
371,47,[0],conv3,0.9020000100135803
372,47,[1],conv1,0.9399999976158142
373,47,[1],conv2,0.9649999737739563
374,47,[1],conv3,0.9459999799728394
375,47,[2],conv1,0.9559999704360962
376,47,[2],conv2,0.9549999833106995
377,47,[2],conv3,0.9200000166893005
378,48,"[0, 1, 2]",conv1,0.9490000009536743
379,48,"[0, 1, 2]",conv2,0.9549999833106995
380,48,"[0, 1, 2]",conv3,0.9670000076293945
381,48,"[0, 1]",conv1,0.9279999732971191
382,48,"[0, 1]",conv2,0.949999988079071
383,48,"[0, 1]",conv3,0.9419999718666077
384,48,"[0, 2]",conv1,0.9290000200271606
385,48,"[0, 2]",conv2,0.9570000171661377
386,48,"[0, 2]",conv3,0.9330000281333923
387,48,"[1, 2]",conv1,0.9279999732971191
388,48,"[1, 2]",conv2,0.9309999942779541
389,48,"[1, 2]",conv3,0.9359999895095825
390,48,[0],conv1,0.9309999942779541
391,48,[0],conv2,0.9359999895095825
392,48,[0],conv3,0.9139999747276306
393,48,[1],conv1,0.9509999752044678
394,48,[1],conv2,0.9639999866485596
395,48,[1],conv3,0.9570000171661377
396,48,[2],conv1,0.9380000233650208
397,48,[2],conv2,0.9399999976158142
398,48,[2],conv3,0.9120000004768372
399,49,"[0, 1, 2]",conv1,0.9449999928474426
400,49,"[0, 1, 2]",conv2,0.9589999914169312
401,49,"[0, 1, 2]",conv3,0.9779999852180481
402,49,"[0, 1]",conv1,0.9229999780654907
403,49,"[0, 1]",conv2,0.9330000281333923
404,49,"[0, 1]",conv3,0.9290000200271606
405,49,"[0, 2]",conv1,0.9509999752044678
406,49,"[0, 2]",conv2,0.9580000042915344
407,49,"[0, 2]",conv3,0.9660000205039978
408,49,"[1, 2]",conv1,0.9430000185966492
409,49,"[1, 2]",conv2,0.9549999833106995
410,49,"[1, 2]",conv3,0.9319999814033508
411,49,[0],conv1,0.9309999942779541
412,49,[0],conv2,0.9430000185966492
413,49,[0],conv3,0.9449999928474426
414,49,[1],conv1,0.9520000219345093
415,49,[1],conv2,0.9509999752044678
416,49,[1],conv3,0.9549999833106995
417,49,[2],conv1,0.9330000281333923
418,49,[2],conv2,0.9490000009536743
419,49,[2],conv3,0.9229999780654907
420,50,"[0, 1, 2]",conv1,0.9490000009536743
421,50,"[0, 1, 2]",conv2,0.9459999799728394
422,50,"[0, 1, 2]",conv3,0.949999988079071
423,50,"[0, 1]",conv1,0.9490000009536743
424,50,"[0, 1]",conv2,0.9480000138282776
425,50,"[0, 1]",conv3,0.9480000138282776
426,50,"[0, 2]",conv1,0.925000011920929
427,50,"[0, 2]",conv2,0.9440000057220459
428,50,"[0, 2]",conv3,0.9369999766349792
429,50,"[1, 2]",conv1,0.9309999942779541
430,50,"[1, 2]",conv2,0.9330000281333923
431,50,"[1, 2]",conv3,0.925000011920929
432,50,[0],conv1,0.921999990940094
433,50,[0],conv2,0.925000011920929
434,50,[0],conv3,0.9309999942779541
435,50,[1],conv1,0.9520000219345093
436,50,[1],conv2,0.9599999785423279
437,50,[1],conv3,0.9610000252723694
438,50,[2],conv1,0.9290000200271606
439,50,[2],conv2,0.9509999752044678
440,50,[2],conv3,0.9419999718666077
441,51,"[0, 1, 2]",conv1,0.9470000267028809
442,51,"[0, 1, 2]",conv2,0.9729999899864197
443,51,"[0, 1, 2]",conv3,0.9660000205039978
444,51,"[0, 1]",conv1,0.9179999828338623
445,51,"[0, 1]",conv2,0.9399999976158142
446,51,"[0, 1]",conv3,0.9210000038146973
447,51,"[0, 2]",conv1,0.9369999766349792
448,51,"[0, 2]",conv2,0.9430000185966492
449,51,"[0, 2]",conv3,0.9459999799728394
450,51,"[1, 2]",conv1,0.9110000133514404
451,51,"[1, 2]",conv2,0.9269999861717224
452,51,"[1, 2]",conv3,0.9269999861717224
453,51,[0],conv1,0.9359999895095825
454,51,[0],conv2,0.9470000267028809
455,51,[0],conv3,0.8989999890327454
456,51,[1],conv1,0.9520000219345093
457,51,[1],conv2,0.9559999704360962
458,51,[1],conv3,0.9610000252723694
459,51,[2],conv1,0.9430000185966492
460,51,[2],conv2,0.949999988079071
461,51,[2],conv3,0.9210000038146973
462,52,"[0, 1, 2]",conv1,0.9599999785423279
463,52,"[0, 1, 2]",conv2,0.9610000252723694
464,52,"[0, 1, 2]",conv3,0.9750000238418579
465,52,"[0, 1]",conv1,0.9399999976158142
466,52,"[0, 1]",conv2,0.9570000171661377
467,52,"[0, 1]",conv3,0.9169999957084656
468,52,"[0, 2]",conv1,0.9520000219345093
469,52,"[0, 2]",conv2,0.9449999928474426
470,52,"[0, 2]",conv3,0.9559999704360962
471,52,"[1, 2]",conv1,0.925000011920929
472,52,"[1, 2]",conv2,0.9330000281333923
473,52,"[1, 2]",conv3,0.9229999780654907
474,52,[0],conv1,0.9300000071525574
475,52,[0],conv2,0.9409999847412109
476,52,[0],conv3,0.9319999814033508
477,52,[1],conv1,0.9620000123977661
478,52,[1],conv2,0.953000009059906
479,52,[1],conv3,0.9549999833106995
480,52,[2],conv1,0.9399999976158142
481,52,[2],conv2,0.953000009059906
482,52,[2],conv3,0.9369999766349792
483,53,"[0, 1, 2]",conv1,0.9290000200271606
484,53,"[0, 1, 2]",conv2,0.9480000138282776
485,53,"[0, 1, 2]",conv3,0.968999981880188
486,53,"[0, 1]",conv1,0.9150000214576721
487,53,"[0, 1]",conv2,0.9330000281333923
488,53,"[0, 1]",conv3,0.9399999976158142
489,53,"[0, 2]",conv1,0.9369999766349792
490,53,"[0, 2]",conv2,0.9409999847412109
491,53,"[0, 2]",conv3,0.9340000152587891
492,53,"[1, 2]",conv1,0.9319999814033508
493,53,"[1, 2]",conv2,0.9380000233650208
494,53,"[1, 2]",conv3,0.921999990940094
495,53,[0],conv1,0.9319999814033508
496,53,[0],conv2,0.9110000133514404
497,53,[0],conv3,0.9110000133514404
498,53,[1],conv1,0.9490000009536743
499,53,[1],conv2,0.9549999833106995
500,53,[1],conv3,0.9419999718666077
501,53,[2],conv1,0.9440000057220459
502,53,[2],conv2,0.9509999752044678
503,53,[2],conv3,0.9350000023841858
504,54,"[0, 1, 2]",conv1,0.953000009059906
505,54,"[0, 1, 2]",conv2,0.9620000123977661
506,54,"[0, 1, 2]",conv3,0.9760000109672546
507,54,"[0, 1]",conv1,0.9229999780654907
508,54,"[0, 1]",conv2,0.9350000023841858
509,54,"[0, 1]",conv3,0.9380000233650208
510,54,"[0, 2]",conv1,0.953000009059906
511,54,"[0, 2]",conv2,0.9359999895095825
512,54,"[0, 2]",conv3,0.9399999976158142
513,54,"[1, 2]",conv1,0.9399999976158142
514,54,"[1, 2]",conv2,0.9350000023841858
515,54,"[1, 2]",conv3,0.9300000071525574
516,54,[0],conv1,0.9269999861717224
517,54,[0],conv2,0.9409999847412109
518,54,[0],conv3,0.9179999828338623
519,54,[1],conv1,0.9539999961853027
520,54,[1],conv2,0.9639999866485596
521,54,[1],conv3,0.9350000023841858
522,54,[2],conv1,0.9430000185966492
523,54,[2],conv2,0.9559999704360962
524,54,[2],conv3,0.9190000295639038
525,55,"[0, 1, 2]",conv1,0.9549999833106995
526,55,"[0, 1, 2]",conv2,0.9419999718666077
527,55,"[0, 1, 2]",conv3,0.9649999737739563
528,55,"[0, 1]",conv1,0.9490000009536743
529,55,"[0, 1]",conv2,0.9409999847412109
530,55,"[0, 1]",conv3,0.9380000233650208
531,55,"[0, 2]",conv1,0.9490000009536743
532,55,"[0, 2]",conv2,0.9580000042915344
533,55,"[0, 2]",conv3,0.9470000267028809
534,55,"[1, 2]",conv1,0.9350000023841858
535,55,"[1, 2]",conv2,0.9549999833106995
536,55,"[1, 2]",conv3,0.9350000023841858
537,55,[0],conv1,0.925000011920929
538,55,[0],conv2,0.9419999718666077
539,55,[0],conv3,0.9409999847412109
540,55,[1],conv1,0.9399999976158142
541,55,[1],conv2,0.9660000205039978
542,55,[1],conv3,0.9660000205039978
543,55,[2],conv1,0.9430000185966492
544,55,[2],conv2,0.9470000267028809
545,55,[2],conv3,0.9399999976158142
546,56,"[0, 1, 2]",conv1,0.9449999928474426
547,56,"[0, 1, 2]",conv2,0.9369999766349792
548,56,"[0, 1, 2]",conv3,0.9629999995231628
549,56,"[0, 1]",conv1,0.9350000023841858
550,56,"[0, 1]",conv2,0.9470000267028809
551,56,"[0, 1]",conv3,0.9309999942779541
552,56,"[0, 2]",conv1,0.9369999766349792
553,56,"[0, 2]",conv2,0.9319999814033508
554,56,"[0, 2]",conv3,0.9369999766349792
555,56,"[1, 2]",conv1,0.9340000152587891
556,56,"[1, 2]",conv2,0.9509999752044678
557,56,"[1, 2]",conv3,0.8989999890327454
558,56,[0],conv1,0.9190000295639038
559,56,[0],conv2,0.9449999928474426
560,56,[0],conv3,0.9089999794960022
561,56,[1],conv1,0.9520000219345093
562,56,[1],conv2,0.9739999771118164
563,56,[1],conv3,0.9620000123977661
564,56,[2],conv1,0.9309999942779541
565,56,[2],conv2,0.9490000009536743
566,56,[2],conv3,0.9279999732971191
567,57,"[0, 1, 2]",conv1,0.9599999785423279
568,57,"[0, 1, 2]",conv2,0.9599999785423279
569,57,"[0, 1, 2]",conv3,0.9670000076293945
570,57,"[0, 1]",conv1,0.9350000023841858
571,57,"[0, 1]",conv2,0.9229999780654907
572,57,"[0, 1]",conv3,0.9259999990463257
573,57,"[0, 2]",conv1,0.9369999766349792
574,57,"[0, 2]",conv2,0.9330000281333923
575,57,"[0, 2]",conv3,0.9449999928474426
576,57,"[1, 2]",conv1,0.9490000009536743
577,57,"[1, 2]",conv2,0.9459999799728394
578,57,"[1, 2]",conv3,0.9279999732971191
579,57,[0],conv1,0.9039999842643738
580,57,[0],conv2,0.9190000295639038
581,57,[0],conv3,0.9129999876022339
582,57,[1],conv1,0.9570000171661377
583,57,[1],conv2,0.9599999785423279
584,57,[1],conv3,0.9610000252723694
585,57,[2],conv1,0.9459999799728394
586,57,[2],conv2,0.9570000171661377
587,57,[2],conv3,0.9440000057220459
588,58,"[0, 1, 2]",conv1,0.9380000233650208
589,58,"[0, 1, 2]",conv2,0.9660000205039978
590,58,"[0, 1, 2]",conv3,0.9750000238418579
591,58,"[0, 1]",conv1,0.9129999876022339
592,58,"[0, 1]",conv2,0.9210000038146973
593,58,"[0, 1]",conv3,0.9319999814033508
594,58,"[0, 2]",conv1,0.9419999718666077
595,58,"[0, 2]",conv2,0.949999988079071
596,58,"[0, 2]",conv3,0.9470000267028809
597,58,"[1, 2]",conv1,0.9390000104904175
598,58,"[1, 2]",conv2,0.9330000281333923
599,58,"[1, 2]",conv3,0.9440000057220459
