training objective,layer,variables localized,accuracy,model index,size
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9210000038146972,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9350000023841858,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9369999766349792,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9419999718666076,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9409999847412108,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9380000233650208,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9229999780654908,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9350000023841858,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9100000262260436,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.930999994277954,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.912999987602234,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.9089999794960022,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9549999833106996,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9589999914169312,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9419999718666076,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9470000267028807,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9520000219345092,53,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9269999861717224,53,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9430000185966492,54,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9710000157356262,54,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.972000002861023,54,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.930999994277954,54,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9430000185966492,54,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9330000281333924,54,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9549999833106996,54,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9470000267028807,54,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9300000071525574,54,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9419999718666076,54,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9390000104904176,54,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9240000247955322,54,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9340000152587892,54,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9279999732971193,54,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.921999990940094,54,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9629999995231628,54,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9559999704360962,54,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9350000023841858,54,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.930999994277954,54,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9340000152587892,54,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9290000200271606,54,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9509999752044678,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.949999988079071,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9629999995231628,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9430000185966492,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9350000023841858,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9340000152587892,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9409999847412108,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.968999981880188,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9470000267028807,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9490000009536744,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9419999718666076,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9210000038146972,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9350000023841858,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9430000185966492,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.944000005722046,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9610000252723694,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9660000205039978,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9629999995231628,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9399999976158142,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.953000009059906,55,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9319999814033508,55,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9459999799728394,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9399999976158142,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9589999914169312,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9259999990463256,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.944000005722046,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9340000152587892,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9399999976158142,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9380000233650208,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9340000152587892,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9369999766349792,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.944000005722046,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8970000147819519,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9319999814033508,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9279999732971193,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.9179999828338624,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9539999961853028,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.968999981880188,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.949999988079071,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9390000104904176,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9559999704360962,56,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9179999828338624,56,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9580000042915344,57,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9610000252723694,57,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9629999995231628,57,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.930999994277954,57,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9259999990463256,57,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9229999780654908,57,32
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.930999994277954,57,32
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9399999976158142,57,32
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9419999718666076,57,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9190000295639038,57,32
"Equal (0.4, 0.4, 0.4)",conv2,,0.9470000267028807,57,32
"Equal (0.4, 0.4, 0.4)",conv3,,0.9229999780654908,57,32
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9160000085830688,57,32
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.915000021457672,57,32
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9070000052452089,57,32
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9670000076293944,57,32
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.962000012397766,57,32
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9589999914169312,57,32
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9380000233650208,57,32
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9520000219345092,57,32
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9409999847412108,57,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.949999988079071,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9549999833106996,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.975000023841858,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9290000200271606,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9120000004768372,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9210000038146972,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9470000267028807,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9559999704360962,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.949999988079071,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9330000281333924,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9470000267028807,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9369999766349792,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9419999718666076,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9409999847412108,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9290000200271606,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9679999947547911,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9610000252723694,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9480000138282776,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9380000233650208,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9359999895095824,58,32
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9139999747276306,58,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9490000009536744,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.959999978542328,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9520000219345092,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9430000185966492,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9520000219345092,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9269999861717224,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9319999814033508,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9480000138282776,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.944000005722046,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9300000071525574,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9430000185966492,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9330000281333924,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.921999990940094,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9359999895095824,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.8930000066757202,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.9490000009536744,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9559999704360962,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.949999988079071,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.949999988079071,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9539999961853028,59,32
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9330000281333924,59,32
"Equal (0.4, 0.4, 0.4)",conv1,,0.9430000185966492,0,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9570000171661376,0,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9639999866485596,0,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9449999928474426,0,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9399999976158142,0,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.912999987602234,0,64
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9459999799728394,0,64
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9459999799728394,0,64
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9350000023841858,0,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9409999847412108,0,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9359999895095824,0,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9169999957084656,0,64
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9279999732971193,0,64
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.930999994277954,0,64
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9039999842643738,0,64
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.959999978542328,0,64
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9570000171661376,0,64
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9449999928474426,0,64
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9330000281333924,0,64
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.944000005722046,0,64
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9319999814033508,0,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9539999961853028,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9660000205039978,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9710000157356262,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9290000200271606,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9480000138282776,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9459999799728394,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9390000104904176,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9369999766349792,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9589999914169312,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9179999828338624,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9470000267028807,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9259999990463256,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9350000023841858,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9290000200271606,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9390000104904176,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.9449999928474426,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9589999914169312,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9520000219345092,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9290000200271606,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9359999895095824,1,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9369999766349792,1,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9409999847412108,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9539999961853028,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9710000157356262,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9409999847412108,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9409999847412108,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.930999994277954,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9559999704360962,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9520000219345092,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9570000171661376,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9359999895095824,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9399999976158142,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9160000085830688,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9330000281333924,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9269999861717224,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.915000021457672,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.962000012397766,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9559999704360962,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.9580000042915344,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9240000247955322,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9509999752044678,2,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9330000281333924,2,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9419999718666076,3,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9660000205039978,3,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9679999947547911,3,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9210000038146972,3,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9490000009536744,3,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9079999923706056,3,64
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9399999976158142,3,64
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9470000267028807,3,64
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9179999828338624,3,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.912999987602234,3,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9330000281333924,3,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9049999713897704,3,64
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9120000004768372,3,64
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9279999732971193,3,64
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9330000281333924,3,64
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9520000219345092,3,64
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9539999961853028,3,64
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.9390000104904176,3,64
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9380000233650208,3,64
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9480000138282776,3,64
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.925000011920929,3,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9509999752044678,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9559999704360962,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9629999995231628,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9419999718666076,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9549999833106996,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9330000281333924,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.9369999766349792,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.949999988079071,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9559999704360962,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9399999976158142,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9340000152587892,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.930999994277954,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9399999976158142,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9340000152587892,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9210000038146972,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.977999985218048,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9670000076293944,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.9470000267028807,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.9359999895095824,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9419999718666076,4,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.930999994277954,4,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9359999895095824,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9419999718666076,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.962000012397766,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9319999814033508,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.949999988079071,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9459999799728394,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9369999766349792,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9350000023841858,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9350000023841858,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.921999990940094,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9470000267028807,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.8970000147819519,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9169999957084656,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Circularity,0.9350000023841858,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Circularity,0.9070000052452089,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Color,0.944000005722046,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Color,0.9509999752044678,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Color,0.944000005722046,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Area,0.9369999766349792,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,Area,0.9430000185966492,5,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,Area,0.9359999895095824,5,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9459999799728394,6,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9549999833106996,6,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.962000012397766,6,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9279999732971193,6,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9559999704360962,6,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9229999780654908,6,64
"Equal (0.4, 0.4, 0.4)",conv1,"Circularity, Area",0.9269999861717224,6,64
"Equal (0.4, 0.4, 0.4)",conv2,"Circularity, Area",0.9480000138282776,6,64
"Equal (0.4, 0.4, 0.4)",conv3,"Circularity, Area",0.9319999814033508,6,64
"Equal (0.4, 0.4, 0.4)",conv1,,0.9330000281333924,6,64
"Equal (0.4, 0.4, 0.4)",conv2,,0.9300000071525574,6,64
"Equal (0.4, 0.4, 0.4)",conv3,,0.9200000166893004,6,64
"Equal (0.4, 0.4, 0.4)",conv1,Circularity,0.9290000200271606,6,64
"Equal (0.4, 0.4, 0.4)",conv2,Circularity,0.9399999976158142,6,64
"Equal (0.4, 0.4, 0.4)",conv3,Circularity,0.9160000085830688,6,64
"Equal (0.4, 0.4, 0.4)",conv1,Color,0.9549999833106996,6,64
"Equal (0.4, 0.4, 0.4)",conv2,Color,0.9369999766349792,6,64
"Equal (0.4, 0.4, 0.4)",conv3,Color,0.949999988079071,6,64
"Equal (0.4, 0.4, 0.4)",conv1,Area,0.9430000185966492,6,64
"Equal (0.4, 0.4, 0.4)",conv2,Area,0.9380000233650208,6,64
"Equal (0.4, 0.4, 0.4)",conv3,Area,0.9210000038146972,6,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9490000009536744,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9549999833106996,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9670000076293944,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9300000071525574,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9330000281333924,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9399999976158142,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,"Circularity, Area",0.953000009059906,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,"Circularity, Area",0.9670000076293944,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,"Circularity, Area",0.9449999928474426,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,,0.9200000166893004,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,,0.9459999799728394,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,,0.9120000004768372,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Circularity,0.9240000247955322,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Circularity,0.9449999928474426,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Circularity,0.9259999990463256,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Color,0.972000002861023,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Color,0.9570000171661376,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Color,0.953000009059906,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv1,Area,0.944000005722046,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv2,Area,0.9369999766349792,7,64
"Prefer Area (0.3, 0.4, 0.5)",conv3,Area,0.9200000166893004,7,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9369999766349792,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9419999718666076,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9679999947547911,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9279999732971193,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9449999928474426,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9350000023841858,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,"Circularity, Area",0.9319999814033508,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,"Circularity, Area",0.9509999752044678,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,"Circularity, Area",0.9279999732971193,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,,0.9369999766349792,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv2,,0.9319999814033508,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv3,,0.9039999842643738,8,64
"Prefer Circularity (0.5, 0.4, 0.3)",conv1,Circularity,0.9290000200271606,8,64
