training objective,layer,variables localized,interchange intervention accuracy,model index
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.925000011920929,282
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9120000004768372,282
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8700000047683716,282
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.6079999804496765,282
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9110000133514404,282
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9169999957084656,282
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8579999804496765,282
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7239999771118164,282
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9580000042915344,282
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9480000138282776,282
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9470000267028807,282
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7670000195503235,282
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,282
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9480000138282776,282
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.8870000243186951,282
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7200000286102295,282
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9459999799728394,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.949999988079071,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9570000171661376,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.5049999952316284,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9190000295639038,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9070000052452089,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8889999985694885,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6850000023841858,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.944000005722046,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9459999799728394,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9269999861717224,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.6190000176429749,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9160000085830688,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.8980000019073486,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8920000195503235,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.5640000104904175,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.915000021457672,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9240000247955322,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9290000200271606,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.781000018119812,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9539999961853028,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9539999961853028,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9480000138282776,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7429999709129333,283
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9380000233650208,283
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9369999766349792,283
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.890999972820282,283
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6710000038146973,283
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9200000166893004,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9459999799728394,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9240000247955322,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.6600000262260437,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9160000085830688,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9010000228881836,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.6069999933242798,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9319999814033508,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9070000052452089,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9089999794960022,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.7590000033378601,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9139999747276306,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9100000262260436,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8949999809265137,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.6660000085830688,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.912999987602234,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.8989999890327454,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8600000143051147,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6759999990463257,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9520000219345092,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9419999718666076,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9200000166893004,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7730000019073486,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9480000138282776,284
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9210000038146972,284
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8309999704360962,284
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9589999914169312,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9399999976158142,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9279999732971193,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.8519999980926514,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9229999780654908,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9340000152587892,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8849999904632568,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7049999833106995,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9229999780654908,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9330000281333924,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8920000195503235,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.7540000081062317,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9190000295639038,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9179999828338624,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8659999966621399,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.718999981880188,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9110000133514404,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.9089999794960022,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8809999823570251,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7139999866485596,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9570000171661376,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.9589999914169312,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9259999990463256,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.7099999785423279,285
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9269999861717224,285
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9409999847412108,285
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.9020000100135804,285
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.7400000095367432,285
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.949999988079071,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9470000267028807,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9539999961853028,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.8740000128746033,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9120000004768372,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9160000085830688,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8899999856948853,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.7620000243186951,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.944000005722046,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.949999988079071,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9210000038146972,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.6119999885559082,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9300000071525574,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9279999732971193,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.9110000133514404,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.5740000009536743,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.9330000281333924,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.9319999814033508,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.912999987602234,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.7379999756813049,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9629999995231628,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9679999947547911,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9179999828338624,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.6330000162124634,286
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9399999976158142,286
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.9399999976158142,286
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8870000243186951,286
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.7300000190734863,286
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9200000166893004,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.944000005722046,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9480000138282776,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.7239999771118164,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9110000133514404,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.921999990940094,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9039999842643738,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.6639999747276306,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9210000038146972,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.915000021457672,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.8730000257492065,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.7480000257492065,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.9279999732971193,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9049999713897704,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8650000095367432,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.652999997138977,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.890999972820282,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.9079999923706056,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8820000290870667,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.6710000038146973,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9570000171661376,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9539999961853028,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9319999814033508,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.6499999761581421,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9399999976158142,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9350000023841858,287
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9240000247955322,287
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.7960000038146973,287
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.944000005722046,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9549999833106996,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5389999747276306,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9089999794960022,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9179999828338624,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9039999842643738,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.7419999837875366,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9229999780654908,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9350000023841858,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9010000228881836,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.6489999890327454,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.9240000247955322,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9079999923706056,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Color, Area",0.8949999809265137,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Color, Area",0.7160000205039978,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Circularity,0.9020000100135804,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Circularity,0.890999972820282,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Circularity,0.8920000195503235,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),Circularity,0.7179999947547913,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Color,0.9639999866485596,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Color,0.959999978542328,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Color,0.9340000152587892,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),Color,0.703000009059906,288
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),Area,0.9480000138282776,288
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),Area,0.9319999814033508,288
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),Area,0.9020000100135804,288
"Equal (0.4, 0.4, 0.4)",fc1 (3),Area,0.6470000147819519,288
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9509999752044678,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9490000009536744,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9520000219345092,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color, Area",0.9570000171661376,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9160000085830688,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9139999747276306,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8989999890327454,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Color",0.6710000038146973,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9559999704360962,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9399999976158142,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9089999794960022,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Circularity, Area",0.7419999837875366,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),"Color, Area",0.9229999780654908,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),"Color, Area",0.9010000228881836,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),"Color, Area",0.8920000195503235,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),"Color, Area",0.5619999766349792,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Circularity,0.930999994277954,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Circularity,0.915000021457672,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Circularity,0.9269999861717224,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Circularity,0.8100000023841858,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Color,0.9679999947547911,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Color,0.9570000171661376,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Color,0.9490000009536744,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Color,0.7120000123977661,289
"Prefer Area (0.3, 0.4, 0.5)",conv1<br>(28 x 28 x 16),Area,0.9409999847412108,289
"Prefer Area (0.3, 0.4, 0.5)",conv2<br>(14 x 14 x 32),Area,0.921999990940094,289
"Prefer Area (0.3, 0.4, 0.5)",conv3<br>(7 x 7 x 64),Area,0.8859999775886536,289
"Prefer Area (0.3, 0.4, 0.5)",fc1 (3),Area,0.6769999861717224,289
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.9300000071525574,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.9390000104904176,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.930999994277954,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color, Area",0.5170000195503235,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.912999987602234,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9010000228881836,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.9110000133514404,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Color",0.8149999976158142,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.930999994277954,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9160000085830688,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9160000085830688,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Circularity, Area",0.6940000057220459,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),"Color, Area",0.930999994277954,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),"Color, Area",0.9160000085830688,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),"Color, Area",0.8700000047683716,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),"Color, Area",0.671999990940094,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Circularity,0.8999999761581421,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Circularity,0.8820000290870667,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Circularity,0.8939999938011169,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Circularity,0.7519999742507935,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Color,0.9660000205039978,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Color,0.9570000171661376,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Color,0.9369999766349792,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Color,0.7419999837875366,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv1<br>(28 x 28 x 16),Area,0.9419999718666076,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv2<br>(14 x 14 x 32),Area,0.9290000200271606,290
"Prefer Circularity (0.5, 0.4, 0.3)",conv3<br>(7 x 7 x 64),Area,0.9279999732971193,290
"Prefer Circularity (0.5, 0.4, 0.3)",fc1 (3),Area,0.8059999942779541,290
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color, Area",0.944000005722046,291
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color, Area",0.930999994277954,291
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color, Area",0.9409999847412108,291
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color, Area",0.5400000214576721,291
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Color",0.9160000085830688,291
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Color",0.9200000166893004,291
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Color",0.8880000114440918,291
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Color",0.6690000295639038,291
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Circularity, Area",0.9200000166893004,291
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Circularity, Area",0.9409999847412108,291
"Equal (0.4, 0.4, 0.4)",conv3<br>(7 x 7 x 64),"Circularity, Area",0.9039999842643738,291
"Equal (0.4, 0.4, 0.4)",fc1 (3),"Circularity, Area",0.6269999742507935,291
"Equal (0.4, 0.4, 0.4)",conv1<br>(28 x 28 x 16),"Color, Area",0.921999990940094,291
"Equal (0.4, 0.4, 0.4)",conv2<br>(14 x 14 x 32),"Color, Area",0.9200000166893004,291
